,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
2537,CLNC_USE_E_PRESC,00214,"Retail Health Clinics - Services Utilized, ePrescribing - With ePrescribing or electronic prescribing, a physician enters information about drugs a patient needs into a computer, and sends this electronic prescription to the patient’s pharmacy for filling.",Inventories,25.50%
2538,COST1U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,25.50%
2539,COST7U1B0INT4,00084,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #7",EI for addition 4,25.50%
2540,COST8U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #8",Interest Expense,25.50%
2541,COST1U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense,25.50%
2542,BUS_TECH_GUD_VEH_LSD,00214,Leased/rented,Inventories,25.40%
2543,COST4U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #4",Interest Expense,25.40%
2544,COST4U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #4",Interest Expense,25.40%
2545,COST3U2B3INT3,00083,"Third Interview, Furnished, 3 Bedrms, Cost #3",EI for addition 3,25.40%
2546,COST6U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #6",Interest Expense,25.40%
2547,COST7U3B2INT0,00105,"Initial Interview, Coop, 2 Bedrms, Cost #7",Interest Expense,25.40%
2548,EMP_GALV,00216,"Selected MetalWorking Employment,  Galvanizing and other hot dip coating of fabricated articles",Plant and Equipment,25.40%
2549,COST10U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense,25.40%
2550,COST3U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #3",Interest Expense,25.40%
2551,COST1U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,25.40%
2552,COST1U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,25.40%
2553,COST9U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #9",Interest Expense,25.40%
2554,COST9U1B3INT3,00083,"Third Interview, Unfurnished, 3 Bedrms, Cost #9",EI for addition 3,25.40%
2555,NUM_FLOORS,00061,Number of floors in building,Number of Subsidiary Corporations,25.40%
2556,COST10U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense,25.40%
2557,COST3U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #3",Interest Expense,25.40%
2558,COST7U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #7",Interest Expense,25.40%
2559,PAY_FORGE,00104,"Steel Mill Department Wages, Forging (presses, hammers, or upsetter), excluding manufacture of nuts, bolts, etc.",Income (loss) from Operation,25.40%
2560,COST12U2B1INT1,00105,"First Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,25.40%
2561,COST7U3B3INT1,00105,"First Interview, Coop, 3 Bedrms, Cost #7",Interest Expense,25.40%
2562,COST7U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense,25.40%
2563,COST12U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #12",Interest Expense,25.40%
2564,COST1U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,25.40%
2565,COST4U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #4",Interest Expense,25.30%
2566,COST3U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #3",Interest Expense,25.30%
2567,COST11U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #11",Interest Expense,25.30%
2568,COST10U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #10",Interest Expense,25.30%
2569,COST1U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,25.30%
2570,COST5U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #5",Interest Expense,25.30%
2571,COST2U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,25.30%
2572,COST10U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #10",Interest Expense,25.30%
2573,COST10U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #10",Interest Expense,25.30%
2574,COST1U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #1",Interest Expense,25.30%
2575,COST1U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #1",Interest Expense,25.30%
2576,COST10U1B0INT4,00105,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",Interest Expense,25.30%
2577,COST2U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #2",Interest Expense,25.30%
2578,COST6U3B1INT1,00105,"First Interview, Coop, 1 Bedrms, Cost #6",Interest Expense,25.30%
2579,COST9U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #9",Interest Expense,25.30%
2580,COST12U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #12",Interest Expense,25.30%
2581,COST1U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #1",Interest Expense,25.20%
2582,COST6U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #6",EI for addition 4,25.20%
2583,COST12U1B3INT2,CB119,"Second Interview, Unfurnished, 3 Bedrms, Cost #12",cb 119 for general imp,25.20%
2584,COST2U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #2",Interest Expense,25.20%
2585,COST5U3B1INT1,00105,"First Interview, Coop, 1 Bedrms, Cost #5",Interest Expense,25.20%
2586,COST1U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #1",Interest Expense,25.20%
2587,COST9U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #9",Interest Expense,25.20%
2588,COST2U3B2INT0,00082,"Initial Interview, Coop, 2 Bedrms, Cost #2",EI for addition 2,25.20%
2589,COST2U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #2",Interest Expense,25.20%
2590,COST6U4B3INT4,00084,"Fourth Interview, Condo, 3 Bedrms, Cost #6",EI for addition 4,25.20%
2591,COST7U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #7",Interest Expense,25.20%
2592,COST6U4B1INT4,00084,"Fourth Interview, Condo, 1 Bedrms, Cost #6",EI for addition 4,25.20%
2593,COST10U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #10",Interest Expense,25.20%
2594,COST12U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,25.20%
2595,COST1U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #1",Interest Expense,25.20%
2596,COST5U1B3INT4,00084,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",EI for addition 4,25.20%
2597,COST12U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #12",Interest Expense,25.20%
2598,COST2U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #2",EI for addition 4,25.10%
2599,COST4U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #4",Interest Expense,25.10%
2600,COST11U1B1INT2,CB119,"Second Interview, Unfurnished, 1 Bedrms, Cost #11",cb 119 for general imp,25.10%
2601,COST4U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #4",Interest Expense,25.10%
2602,COST9U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #9",Interest Expense,25.10%
2603,COST1U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #1",Interest Expense,25.10%
2604,COST1U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense,25.10%
2605,SOMA_NONINTERVIEW,00110,Noninterview Type,Nonoperating expenses and income,25.10%
2606,COST12U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,25.10%
2607,COST8U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense,25.10%
2608,COST3U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense,25.10%
2609,COST5U3B3INT2,00083,"Second Interview, Coop, 3 Bedrms, Cost #5",EI for addition 3,25.10%
2610,COST11U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense,25.10%
2611,COST7U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,25.10%
2612,COST6U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,25.10%
2613,COST12U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #12",Interest Expense,25.10%
2614,COST5U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #5",Interest Expense,25.10%
2615,COST11U1B2INT3,CB119,"Third Interview, Unfurnished, 2 Bedrms, Cost #11",cb 119 for general imp,25.10%
2616,CHNGADD_BLDGNUM,00022,Change Building Number,Employer Identification Number,25.10%
2617,COST3U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #3",Interest Expense,25.10%
2618,COST4U1B0INT3,00084,"Third Interview, Unfurnished, 0 Bedrms, Cost #4",EI for addition 4,25.10%
2619,COST8U3B3INT1,00105,"First Interview, Coop, 3 Bedrms, Cost #8",Interest Expense,25.00%
2620,COST5U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense,25.00%
2621,SUBSAMP_IND_TXT,00216,Driver for Coellection of 4 Core items only on instrument,Plant and Equipment,25.00%
2622,COST2U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #2",Interest Expense,25.00%
2623,COST12U1B0INT2,CB119,"Second Interview, Unfurnished, 0 Bedrms, Cost #12",cb 119 for general imp,25.00%
2624,COST9U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #9",Interest Expense,25.00%
2625,COST2U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #2",Interest Expense,25.00%
2626,COST6U3B3INT1,00083,"First Interview, Coop, 3 Bedrms, Cost #6",EI for addition 3,25.00%
2627,COST11U1B3INT3,CB119,"Third Interview, Unfurnished, 3 Bedrms, Cost #11",cb 119 for general imp,25.00%
2628,COST3U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #3",Interest Expense,25.00%
2629,COST4U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #4",Interest Expense,25.00%
2630,AGENTEXTN,00022,Agent phone extension,Employer Identification Number,25.00%
2631,COST6U2B2INT1,00105,"First Interview, Furnished, 2 Bedrms, Cost #6",Interest Expense,25.00%
2632,COST12U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #12",Interest Expense,25.00%
2633,EMP_MAR12_DENTIST,0122D,"Employment By Occupation, Dentists - having D.M.D., D.D.S., or D.D.Sc. degree and other dental practitioners_x000D_
(Include hygienists, assistants, and others performing or assisting with dental procedures.)",Census Use Only -- ADJ,25.00%
2634,COST10U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense,25.00%
2635,COST10U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #10",Interest Expense,25.00%
2636,COST1U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #1",Interest Expense,25.00%
2637,COST5U1B2INT4,00084,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",EI for addition 4,25.00%
2638,HOURS_MINEWRK,00217,Worker hours at mine or pit,Land and Mineral Rights,25.00%
2639,COST7U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #7",Interest Expense,24.90%
2640,COST10U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #10",Interest Expense,24.90%
2641,COST5U3B2INT0,00216,"Initial Interview, Coop, 2 Bedrms, Cost #5",Plant and Equipment,24.90%
2642,RESPTYPE,0122D,"Respondent Type  _x000D_
1 = Builder_x000D_
2 = Owner_x000D_
3 = Site Visit_x000D_
4 = Agent",Census Use Only -- ADJ,24.90%
2643,COST8U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #8",Interest Expense,24.90%
2644,COST12U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,24.90%
2645,COST3U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense,24.90%
2646,COST1U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #1",Interest Expense,24.90%
2647,COST8U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #8",Interest Expense,24.90%
2648,COST8U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #8",Interest Expense,24.90%
2649,COST8U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #8",Interest Expense,24.90%
2650,COST1U3B2INT0,00105,"Initial Interview, Coop, 2 Bedrms, Cost #1",Interest Expense,24.90%
2651,COST1U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #1",Interest Expense,24.90%
2652,COST5U1B1INT4,00084,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #5",EI for addition 4,24.90%
2653,COST6U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #6",Interest Expense,24.90%
2654,COLLECTION_TRADE_TXT,00219,NAICS routing for TFU,NET PPE,24.90%
2655,COST8U3B2INT1,00321,"First Interview, Coop, 2 Bedrms, Cost #8",Capital Stock and Other Capital,24.90%
2656,COST2U3B2INT1,00082,"First Interview, Coop, 2 Bedrms, Cost #2",EI for addition 2,24.90%
2657,COST2U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #2",Interest Expense,24.90%
2658,COST10U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #10",Interest Expense,24.90%
2659,COST7U1B3INT4,00084,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #7",EI for addition 4,24.90%
2660,COST7U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense,24.90%
2661,COST12U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #12",Interest Expense,24.90%
2662,COST5U3B0INT0,00105,"Initial Interview, Coop, 0 Bedrms, Cost #5",Interest Expense,24.90%
2663,COST2U1B3INT0,00105,"Initial Interview, Unfurnished, 3 Bedrms, Cost #2",Interest Expense,24.90%
2664,HANDHELD_DEVICE_YES,00214,Tablet or Handheld Device for Self-Service Table Orders,Inventories,24.80%
2665,COST7U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,24.80%
2666,COST3U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #3",Interest Expense,24.80%
2667,ADDR_ZIP,00022,Mailing Address ZIP Code,Employer Identification Number,24.80%
2668,COST7U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #7",Interest Expense,24.80%
2669,COST3U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #3",Interest Expense,24.80%
2670,HOURS_BLAST,00216,"Steel Mill Department Worker Hours,  Blast Furnaces",Plant and Equipment,24.80%
2671,CLNC_USE_TELEMED,00214,"Retail Health Clinics - Services Utilized,  Telemedicine - Telemedicine refers to the remote diagnosis, monitoring, and/or treatment of patients by means of telecommunications technology.",Inventories,24.80%
2672,COST8U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense,24.80%
2673,COST4U4B2INT2,00084,"Second Interview, Condo, 2 Bedrms, Cost #4",EI for addition 4,24.80%
2674,COST8U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #8",Interest Expense,24.80%
2675,COST9U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #9",Interest Expense,24.80%
2676,COST7U2B1INT2,00105,"Second Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense,24.80%
2677,COST3U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #3",Interest Expense,24.80%
2678,CERT_EMAIL_TXT,00216,Contact Information: E-mail,Plant and Equipment,24.80%
2679,COST3U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #3",Interest Expense,24.80%
2680,COST4U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #4",Interest Expense,24.80%
2681,COST5U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #5",Interest Expense,24.80%
2682,COST12U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #12",Interest Expense,24.80%
2683,COST8U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #8",Interest Expense,24.80%
2684,COST5U4B2INT4,00084,"Fourth Interview, Condo, 2 Bedrms, Cost #5",EI for addition 4,24.70%
2685,COST3U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #3",Interest Expense,24.70%
2686,NAICS_MAIL,00219,NAICS at initial load and initial mailout,NET PPE,24.70%
2687,COST2U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #2",Interest Expense,24.70%
2688,FGINFO_ADDR2,00022,Second address line of F/G contact person,Employer Identification Number,24.70%
2689,COST1U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #1",Interest Expense,24.70%
2690,COST11U1B0INT0,00105,"Initial Interview, Unfurnished, 0 Bedrms, Cost #11",Interest Expense,24.70%
2691,COST4U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #4",Interest Expense,24.70%
2692,COST11U1B2INT2,CB119,"Second Interview, Unfurnished, 2 Bedrms, Cost #11",cb 119 for general imp,24.70%
2693,COST2U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #2",Interest Expense,24.70%
2694,COST7U1B2INT4,00084,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #7",EI for addition 4,24.70%
2695,COST2U4B2INT2,00082,"Second Interview, Condo, 2 Bedrms, Cost #2",EI for addition 2,24.70%
2696,COST7U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #7",Interest Expense,24.70%
2697,COST6U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #6",Interest Expense,24.70%
2698,EMP_PAINT,00216,"Selected MetalWorking Employment,  Painting, lacquering, and enameling on metals",Plant and Equipment,24.70%
2699,TRANS_USE_NUM,NDNET,How many transient units,1 - Increased a lot,24.70%
2700,COST2U3B0INT0,00082,"Initial Interview, Coop, 0 Bedrms, Cost #2",EI for addition 2,24.70%
2701,PHYSLOC_ADDR_ZIP,00203,Physical Location ZIP Code,Time Deposit Outside the U.S.,24.60%
2702,COST12U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #12",Interest Expense,24.60%
2703,AFFIL_SPL_DOM_OWN_NO,00044,Checkbox response for ownership,EI of company who owns,24.60%
2704,COST5U3B3INT1,00105,"First Interview, Coop, 3 Bedrms, Cost #5",Interest Expense,24.60%
2705,COST6U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #6",Interest Expense,24.60%
2706,HOURS_ROLL_BAR,00204,"Steel Mill Department Worker Hours,  Bar mills, including rebars",Time Deposits in the US,24.60%
2707,COST1U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #1",Interest Expense,24.60%
2708,COST5U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #5",Interest Expense,24.60%
2709,PHYSLOC_ADDR_ZIP_NUM,00203,Physical location Zip,Time Deposit Outside the U.S.,24.60%
2710,COST7U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #7",Interest Expense,24.60%
2711,COST3U1B0INT2,00083,"Second Interview, Unfurnished, 0 Bedrms, Cost #3",EI for addition 3,24.60%
2712,RCPT_PAT_IN_DVAL,00214,Inpatient Care Services,Inventories,24.60%
2713,COST2U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #2",Interest Expense,24.60%
2714,COST11U1B3INT2,CB119,"Second Interview, Unfurnished, 3 Bedrms, Cost #11",cb 119 for general imp,24.60%
2715,COST12U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #12",Interest Expense,24.60%
2716,COST4U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #4",Interest Expense,24.60%
2717,PAT_CARE_SURG_PCT,00216,"Patient Care, Surgical interventions - treatment of disease, injury, or deformity by surgery",Plant and Equipment,24.60%
2718,COST5U4B3INT4,00084,"Fourth Interview, Condo, 3 Bedrms, Cost #5",EI for addition 4,24.60%
2719,RCPT_MOTR_HAZRD_STAT,00214,Analysis of Motor Carrier Operations: Hazmat status,Inventories,24.60%
2720,COST4U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #4",Interest Expense,24.60%
2721,COST5U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #5",Interest Expense,24.60%
2722,COST2U1B0INT3,00083,"Third Interview, Unfurnished, 0 Bedrms, Cost #2",EI for addition 3,24.60%
2723,COST1U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,24.60%
2724,COST7U2B0INT3,00105,"Third Interview, Furnished, 0 Bedrms, Cost #7",Interest Expense,24.60%
2725,COST6U3B2INT1,00321,"First Interview, Coop, 2 Bedrms, Cost #6",Capital Stock and Other Capital,24.60%
2726,COST4U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #4",Interest Expense,24.50%
2727,COST4U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #4",Interest Expense,24.50%
2728,COST4U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #4",Interest Expense,24.50%
2729,COST4U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #4",Interest Expense,24.50%
2730,COST4U1B1INT0,00105,"Initial Interview, Unfurnished, 1 Bedrms, Cost #4",Interest Expense,24.50%
2731,AGENTNAME,00022,Agent name test,Employer Identification Number,24.50%
2732,COST4U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #4",Interest Expense,24.50%
2733,COST3U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #3",Interest Expense,24.50%
2734,BLDR_PO,00206,Builder post office,Commercial and Finance Company paper of US issuers,24.50%
2735,COST2U1B2INT2,00082,"Second Interview, Unfurnished, 2 Bedrms, Cost #2",EI for addition 2,24.50%
2736,COST3U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #3",Interest Expense,24.50%
2737,COST3U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #3",Interest Expense,24.50%
2738,COST11U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #11",Interest Expense,24.50%
2739,COST1U1B1INT3,NDNET,"Third Interview, Unfurnished, 1 Bedrms, Cost #1",1 - Increased a lot,24.50%
2740,COST5U3B2INT1,00216,"First Interview, Coop, 2 Bedrms, Cost #5",Plant and Equipment,24.50%
2741,COST7U1B1INT4,00084,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #7",EI for addition 4,24.50%
2742,COST3U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #3",Interest Expense,24.50%
2743,COST9U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #9",Interest Expense,24.50%
2744,COST8U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #8",Interest Expense,24.50%
2745,COST9U1B1INT1,00105,"First Interview, Unfurnished, 1 Bedrms, Cost #9",Interest Expense,24.50%
2746,COST11U1B3INT1,00105,"First Interview, Unfurnished, 3 Bedrms, Cost #11",Interest Expense,24.50%
2747,COST1U1B1INT2,NDNET,"Second Interview, Unfurnished, 1 Bedrms, Cost #1",1 - Increased a lot,24.40%
2748,ELEVATOR,00216,Is there an Elevator in building?,Plant and Equipment,24.40%
2749,COST12U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #12",Interest Expense,24.40%
2750,COST3U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #3",Interest Expense,24.40%
2751,COST1U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #1",Interest Expense,24.40%
2752,RCPT_FOOD_CNTRC_NURS,00216,"Contract Feeding,  Nursing homes",Plant and Equipment,24.40%
2753,COST11U1B0INT3,00105,"Third Interview, Unfurnished, 0 Bedrms, Cost #11",Interest Expense,24.40%
2754,COST8U2B2INT2,00105,"Second Interview, Furnished, 2 Bedrms, Cost #8",Interest Expense,24.40%
2755,COST8U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #8",Interest Expense,24.40%
2756,SMOKE-VARIABLE,00214,des,Inventories,24.40%
2757,COST4U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #4",Interest Expense,24.40%
2758,COST5U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #5",Interest Expense,24.40%
2759,CLOSE,00021,Stop screen for Back of interview if building is owned or leased by a PHA.,Closing date,24.40%
2760,COST11U1B0INT1,00105,"First Interview, Unfurnished, 0 Bedrms, Cost #11",Interest Expense,24.40%
2761,COST2U2B0INT3,00083,"Third Interview, Furnished, 0 Bedrms, Cost #2",EI for addition 3,24.40%
2762,COST9U1B0INT3,00083,"Third Interview, Unfurnished, 0 Bedrms, Cost #9",EI for addition 3,24.40%
2763,COST5U2B1INT3,00105,"Third Interview, Furnished, 1 Bedrms, Cost #5",Interest Expense,24.30%
2764,COST12U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #12",Interest Expense,24.30%
2765,COST12U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #12",Interest Expense,24.30%
2766,COST6U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #6",Interest Expense,24.30%
2767,COST6U3B0INT1,00105,"First Interview, Coop, 0 Bedrms, Cost #6",Interest Expense,24.30%
2768,COST7U4B0INT2,00105,"Second Interview, Condo, 0 Bedrms, Cost #7",Interest Expense,24.30%
2769,COST7U3B2INT1,00105,"First Interview, Coop, 2 Bedrms, Cost #7",Interest Expense,24.30%
2770,COST9U1B2INT0,00105,"Initial Interview, Unfurnished, 2 Bedrms, Cost #9",Interest Expense,24.30%
2771,COST12U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #12",Interest Expense,24.30%
2772,COST7U2B2INT3,00105,"Third Interview, Furnished, 2 Bedrms, Cost #7",Interest Expense,24.30%
2773,COST8U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #8",Interest Expense,24.30%
2774,COST12U2B3INT2,00105,"Second Interview, Furnished, 3 Bedrms, Cost #12",Interest Expense,24.30%
2775,COST8U4B3INT3,00083,"Third Interview, Condo, 3 Bedrms, Cost #8",EI for addition 3,24.30%
2776,COST1U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #1",Interest Expense,24.30%
2777,COST7U2B0INT2,00105,"Second Interview, Furnished, 0 Bedrms, Cost #7",Interest Expense,24.30%
2778,PAY_BLAST,00001,"Steel Mill Department Wages, Blast Furnaces",Is this your company's industry - yes/no,24.30%
2779,COST6U4B1INT2,00105,"Second Interview, Condo, 1 Bedrms, Cost #6",Interest Expense,24.30%
2780,COST7U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #7",Interest Expense,24.30%
2781,COST3U1B2INT3,00083,"Third Interview, Unfurnished, 2 Bedrms, Cost #3",EI for addition 3,24.30%
2782,COST10U1B3INT4,00105,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #10",Interest Expense,24.30%
2783,COST7U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #7",Interest Expense,24.30%
