,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score,Actual MDR's Variable
2646,COST3U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.91%,28.13%,0.00%,CREDIT_AMT_RECEIVED_STAT
2647,PART_TXT,B_EMPNUM_W2_NON_OWNER ,Two digit part number that corresponds to BR split part ID number.  Only populated when LOGIN = 8nnnnnnnn.,Number of employees who received a W2 from this business,23.90%,26.65%,8.33%,EMP_W2_NONOWNER_NUM
2648,COST4U4B1INT2,CPSTR,"Second Interview, Condo, 1 Bedrms, Cost #4",Total capital expenditures for research operations that went towards buildings and land improvement,23.90%,28.12%,0.00%,CAPEX_RSRCH_BUILD_VAL
2649,COST6U4B3INT0,CPSTR,"Initial Interview, Condo, 3 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,23.90%,28.12%,0.00%,CAPEX_RSRCH_BUILD_VAL
2650,COST9U4B1INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 1 Bedrms, Cost #9",Contact Information: Title,23.89%,28.10%,0.00%,CERT_TITLE_TXT
2651,COST6U3B0INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 0 Bedrms, Cost #6",Average number of hours of training that employees at this business received,23.89%,28.11%,0.00%,EMP_TRAIN_HRS_AVG
2652,COST3U1B1INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.88%,28.09%,0.00%,CREDIT_AMT_RECEIVED_STAT
2653,PHYSLOC_LGL_STAT,B_OWNED_GOVT_TRIBAL,"Legal Boundary; City, town",Yes/No if business is owned by a government or tribal entity,23.88%,28.10%,0.00%,OWNED_GOV_TRIBAL_STAT
2654,COST12U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #12",Amount of total expenses,23.87%,28.08%,0.00%,EXPS_TOT_VAL
2655,COST3U4B2INT2,EXPNS,"Second Interview, Condo, 2 Bedrms, Cost #3",Amount of total expenses,23.87%,28.08%,0.00%,EXPS_TOT_VAL
2656,TYPE,B_SALES_PCT_US_TOT,"Survey Unit Type  su,mu","Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",23.87%,28.08%,0.00%,SALES_US_TOT_DPCT
2657,COST1U3B1INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 1 Bedrms, Cost #1",Average number of hours of training that employees at this business received,23.87%,28.08%,0.00%,EMP_TRAIN_HRS_AVG
2658,COST1U1B3INT1,EXPNS,"First Interview, Unfurnished, 3 Bedrms, Cost #1",Amount of total expenses,23.85%,28.05%,0.00%,EXPS_TOT_VAL
2659,COST11U4B1INT2,"
RESP_TITLE   ","Second Interview, Condo, 1 Bedrms, Cost #11",Contact Information: Title,23.85%,28.05%,0.00%,CERT_TITLE_TXT
2660,COST5U3B2INT2,B_CRDAMT,"Second Interview, Coop, 2 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.85%,28.06%,0.00%,CREDIT_AMT_RECEIVED_STAT
2661,COST11U4B2INT2,CPSTR,"Second Interview, Condo, 2 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,23.84%,28.05%,0.00%,CAPEX_RSRCH_BUILD_VAL
2662,COST4U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #4",Total amount of credit that was requested and received ,23.84%,28.04%,0.00%,CREDIT_AMT_RECEIVED_STAT
2663,COST7U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.84%,28.04%,0.00%,CREDIT_AMT_RECEIVED_STAT
2664,GEO_DIVISION,B_NUMKPI,Number for the coresponding geo_division,Number of key performance indicators monitored by this business ,23.84%,24.52%,20.00%,KPI_MONITOR_NUM
2665,COST4U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #4",Total amount of credit that was requested and received ,23.83%,28.03%,0.00%,CREDIT_AMT_RECEIVED_STAT
2666,COST11U4B3INT3,CPSTR,"Third Interview, Condo, 3 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,23.83%,28.04%,0.00%,CAPEX_RSRCH_BUILD_VAL
2667,COST5U3B3INT2,B_CRDAMT,"Second Interview, Coop, 3 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.81%,28.01%,0.00%,CREDIT_AMT_RECEIVED_STAT
2668,COST4U4B2INT2,O4_PCT_OWNED ,"Second Interview, Condo, 2 Bedrms, Cost #4",Percent owned by fourth owner,23.81%,28.02%,0.00%,OWNER4_PCT
2669,COST7U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #7",Average number of hours of training that employees at this business received,23.81%,28.01%,0.00%,EMP_TRAIN_HRS_AVG
2670,COST11U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #11",Amount of total expenses,23.81%,28.01%,0.00%,EXPS_TOT_VAL
2671,COST9U3B0INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 0 Bedrms, Cost #9",Average number of hours of training that employees at this business received,23.80%,28.00%,0.00%,EMP_TRAIN_HRS_AVG
2672,HOTEL_ESTAB_FULL_SVC_ARCHIVE,O1_GENDER_WIN,What best describes this property type?,Different gender term,23.79%,27.98%,0.00%,OWNER_GENDER_WRTIN_TXT
2673,COST9U4B3INT4,CPSTR,"Fourth Interview, Condo, 3 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.79%,27.99%,0.00%,CAPEX_RSRCH_BUILD_VAL
2674,ROWDONE,EXPNS,Flag to determine if the COST variable row has been completed,Amount of total expenses,23.79%,27.99%,0.00%,EXPS_TOT_VAL
2675,PHYSLOC_ADDR_CITY,B_RDTAX_STATE,Physical Location City,The state in which the business filed for a tax credit for increasing research activities,23.78%,27.98%,0.00%,RSRCH_TAXCRED_ST
2676,PHYSLOC_ADDR_CITY_TXT,B_RDTAX_STATE,Physical location City,The state in which the business filed for a tax credit for increasing research activities,23.78%,27.98%,0.00%,RSRCH_TAXCRED_ST
2677,COST3U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.78%,27.98%,0.00%,CREDIT_AMT_RECEIVED_STAT
2678,MAJOR_ACT_CODE_WRTIN_TXT,B_EXPCOST_BLDG,for added estabs,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,23.78%,27.97%,0.00%,CAPEX_RD_OPS_BLDG_VAL
2679,COST7U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.78%,27.98%,0.00%,CREDIT_AMT_RECEIVED_STAT
2680,ENT_TYP_TXT,O1_GENDER_WIN,Indicates single unit or multi-unit,Different gender term,23.78%,27.98%,0.00%,OWNER_GENDER_WRTIN_TXT
2681,COST4U4B1INT3,CPSTR,"Third Interview, Condo, 1 Bedrms, Cost #4",Total capital expenditures for research operations that went towards buildings and land improvement,23.77%,27.97%,0.00%,CAPEX_RSRCH_BUILD_VAL
2682,COST8U4B3INT3,CPSTR,"Third Interview, Condo, 3 Bedrms, Cost #8",Total capital expenditures for research operations that went towards buildings and land improvement,23.76%,27.95%,0.00%,CAPEX_RSRCH_BUILD_VAL
2683,COST10U1B0INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",Total amount of credit that was requested and received ,23.76%,27.96%,0.00%,CREDIT_AMT_RECEIVED_STAT
2684,COST2U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.75%,27.94%,0.00%,CREDIT_AMT_RECEIVED_STAT
2685,COST2U3B0INT1,B_CRDAMT,"First Interview, Coop, 0 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.75%,27.94%,0.00%,CREDIT_AMT_RECEIVED_STAT
2686,COST10U4B3INT0,EXPNS,"Initial Interview, Condo, 3 Bedrms, Cost #10",Amount of total expenses,23.75%,27.94%,0.00%,EXPS_TOT_VAL
2687,COST1U1B3INT4,EXPNS,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #1",Amount of total expenses,23.75%,27.94%,0.00%,EXPS_TOT_VAL
2688,COST12U1B0INT2,B_CRDAMT,"Second Interview, Unfurnished, 0 Bedrms, Cost #12",Total amount of credit that was requested and received ,23.74%,27.93%,0.00%,CREDIT_AMT_RECEIVED_STAT
2689,COST9U1B3INT1,EXPNS,"First Interview, Unfurnished, 3 Bedrms, Cost #9",Amount of total expenses,23.73%,27.92%,0.00%,EXPS_TOT_VAL
2690,COST1U4B1INT0,EXPNS,"Initial Interview, Condo, 1 Bedrms, Cost #1",Amount of total expenses,23.72%,27.91%,0.00%,EXPS_TOT_VAL
2691,COST2U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #2",Amount of total expenses,23.72%,27.91%,0.00%,EXPS_TOT_VAL
2692,COST11U1B1INT1,B_CRDAMT,"First Interview, Unfurnished, 1 Bedrms, Cost #11",Total amount of credit that was requested and received ,23.72%,27.90%,0.00%,CREDIT_AMT_RECEIVED_STAT
2693,FLRS,CPSTR,Number of floors in building (SOC Data),Total capital expenditures for research operations that went towards buildings and land improvement,23.72%,27.91%,0.00%,CAPEX_RSRCH_BUILD_VAL
2694,COST7U3B2INT1,B_CRDAMT,"First Interview, Coop, 2 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.72%,27.91%,0.00%,CREDIT_AMT_RECEIVED_STAT
2695,COST7U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.72%,27.90%,0.00%,CREDIT_AMT_RECEIVED_STAT
2696,COST6U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #6",Total amount of credit that was requested and received ,23.72%,27.91%,0.00%,CREDIT_AMT_RECEIVED_STAT
2697,COST7U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.71%,27.89%,0.00%,CREDIT_AMT_RECEIVED_STAT
2698,COST2U4B3INT2,EXPNS,"Second Interview, Condo, 3 Bedrms, Cost #2",Amount of total expenses,23.71%,27.89%,0.00%,EXPS_TOT_VAL
2699,COST7U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.70%,27.88%,0.00%,CREDIT_AMT_RECEIVED_STAT
2700,COST9U1B1INT0,B_CRDAMT,"Initial Interview, Unfurnished, 1 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.70%,27.88%,0.00%,CREDIT_AMT_RECEIVED_STAT
2701,COST2U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.70%,27.88%,0.00%,CREDIT_AMT_RECEIVED_STAT
2702,COST6U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #6",Total amount of credit that was requested and received ,23.68%,27.85%,0.00%,CREDIT_AMT_RECEIVED_STAT
2703,COST6U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #6",Total amount of credit that was requested and received ,23.68%,27.86%,0.00%,CREDIT_AMT_RECEIVED_STAT
2704,COST12U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #12",Amount of total expenses,23.68%,27.86%,0.00%,EXPS_TOT_VAL
2705,COST8U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #8",Amount of total expenses,23.67%,27.85%,0.00%,EXPS_TOT_VAL
2706,COST4U1B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #4",Average number of hours of training that employees at this business received,23.66%,27.83%,0.00%,EMP_TRAIN_HRS_AVG
2707,COST3U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.66%,27.84%,0.00%,CREDIT_AMT_RECEIVED_STAT
2708,COST9U4B3INT2,CPSTR,"Second Interview, Condo, 3 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.66%,27.83%,0.00%,CAPEX_RSRCH_BUILD_VAL
2709,COST7U1B1INT0,B_CRDAMT,"Initial Interview, Unfurnished, 1 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.66%,27.84%,0.00%,CREDIT_AMT_RECEIVED_STAT
2710,COST2U4B1INT4,EXPNS,"Fourth Interview, Condo, 1 Bedrms, Cost #2",Amount of total expenses,23.66%,27.83%,0.00%,EXPS_TOT_VAL
2711,COST2U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.66%,27.84%,0.00%,CREDIT_AMT_RECEIVED_STAT
2712,COST2U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.66%,27.83%,0.00%,CREDIT_AMT_RECEIVED_STAT
2713,COST9U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.65%,27.83%,0.00%,CREDIT_AMT_RECEIVED_STAT
2714,COST4U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #4",Amount of total expenses,23.65%,27.82%,0.00%,EXPS_TOT_VAL
2715,COST3U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.65%,27.82%,0.00%,CREDIT_AMT_RECEIVED_STAT
2716,PAT_OUT_VISIT_NUM,EMPV,Inpatient/Outpatient Activity: Outpatient visits,Number of volunteers working on research activities,23.65%,27.82%,0.00%,EMP_RSRCH_VOLUNTEER_NUM
2717,COST8U1B2INT1,EXPNS,"First Interview, Unfurnished, 2 Bedrms, Cost #8",Amount of total expenses,23.64%,27.81%,0.00%,EXPS_TOT_VAL
2718,NAICS_CODE,B_NUMKPI,PRODUCT NAICS code(previously NAICS_NUM)  6 or 7 digit ( zero filled to 8 ) Most recent BR NAICS update   2017 Naics Basis.,Number of key performance indicators monitored by this business ,23.63%,27.80%,0.00%,KPI_MONITOR_NUM
2719,MAIL_ADDR_ZIP_NUM,RESP_PHONE_EXT ,Mailing Zip,Contact Information: Extension,23.63%,27.80%,0.00%,CERT_EXTENSION_NUM
2720,COST12U1B0INT0,"
RESP_TITLE   ","Initial Interview, Unfurnished, 0 Bedrms, Cost #12",Contact Information: Title,23.62%,27.79%,0.00%,CERT_TITLE_TXT
2721,COST9U4B1INT2,CPSTR,"Second Interview, Condo, 1 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.62%,27.79%,0.00%,CAPEX_RSRCH_BUILD_VAL
2722,COST6U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #6",Total amount of credit that was requested and received ,23.61%,27.78%,0.00%,CREDIT_AMT_RECEIVED_STAT
2723,COST3U4B3INT2,CPSTR,"Second Interview, Condo, 3 Bedrms, Cost #3",Total capital expenditures for research operations that went towards buildings and land improvement,23.61%,27.78%,0.00%,CAPEX_RSRCH_BUILD_VAL
2724,COST8U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #8",Total amount of credit that was requested and received ,23.61%,27.78%,0.00%,CREDIT_AMT_RECEIVED_STAT
2725,COST1U4B2INT4,EXPNS,"Fourth Interview, Condo, 2 Bedrms, Cost #1",Amount of total expenses,23.60%,27.77%,0.00%,EXPS_TOT_VAL
2726,COST8U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #8",Total capital expenditures for research operations that went towards buildings and land improvement,23.60%,27.76%,0.00%,CAPEX_RSRCH_BUILD_VAL
2727,COST9U1B2INT3,B_CRDAMT,"Third Interview, Unfurnished, 2 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.59%,27.75%,0.00%,CREDIT_AMT_RECEIVED_STAT
2728,COST6U1B0INT4,B_UNDERPERFORM,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #6",Whether an underperforming employee was reassigned or dismissed by this business,23.59%,27.75%,0.00%,EMP_UNDERPERFORM_CODE
2729,COST5U1B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #5",Average number of hours of training that employees at this business received,23.59%,27.75%,0.00%,EMP_TRAIN_HRS_AVG
2730,COST1U4B1INT2,EXPNS,"Second Interview, Condo, 1 Bedrms, Cost #1",Amount of total expenses,23.59%,27.76%,0.00%,EXPS_TOT_VAL
2731,COST5U1B3INT0,B_DESIGNOUT ,"Initial Interview, Unfurnished, 3 Bedrms, Cost #5",Yes/No if business provided design for goods that were contracted out,23.58%,27.75%,0.00%,MAN_DESIGNOUT_STAT
2732,COST2U4B1INT2,EXPNS,"Second Interview, Condo, 1 Bedrms, Cost #2",Amount of total expenses,23.56%,27.71%,0.00%,EXPS_TOT_VAL
2733,COST11U4B1INT1,"
RESP_TITLE   ","First Interview, Condo, 1 Bedrms, Cost #11",Contact Information: Title,23.56%,27.72%,0.00%,CERT_TITLE_TXT
2734,COST12U4B2INT1,"
RESP_TITLE   ","First Interview, Condo, 2 Bedrms, Cost #12",Contact Information: Title,23.55%,27.70%,0.00%,CERT_TITLE_TXT
2735,COST6U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #6",Total amount of credit that was requested and received ,23.55%,27.70%,0.00%,CREDIT_AMT_RECEIVED_STAT
2736,COST3U1B1INT1,EXPNS,"First Interview, Unfurnished, 1 Bedrms, Cost #3",Amount of total expenses,23.54%,27.69%,0.00%,EXPS_TOT_VAL
2737,INTERVIEW_DATE,B_BUSTARGET,Interview Completion Date forwarded from SOC,The timeframe that the business focused on for production targets,23.54%,27.69%,0.00%,PROD_TARG_TIMEFRM_CODE
2738,COST1U1B1INT0,B_PROMOTE_PERF,"Initial Interview, Unfurnished, 1 Bedrms, Cost #1",Primary method that employees are promoted at this business,23.51%,27.66%,0.00%,PROMOTION_METHOD_CODE
2739,COST10U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #10",Total amount of credit that was requested and received ,23.50%,27.65%,0.00%,CREDIT_AMT_RECEIVED_STAT
2740,COST9U4B2INT4,CPSTR,"Fourth Interview, Condo, 2 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.50%,27.65%,0.00%,CAPEX_RSRCH_BUILD_VAL
2741,COST6U4B1INT0,CPSTR,"Initial Interview, Condo, 1 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,23.48%,27.62%,0.00%,CAPEX_RSRCH_BUILD_VAL
2742,NONNORM,B_CEASED_MONTH,"Birth, Death or Seasonal indicator",Month the business ceased operation,23.48%,27.62%,0.00%,OPSTAT_CEASED_MONTH_DATE
2743,COST8U1B1INT2,B_EMPTRAIN_HRS,"Second Interview, Unfurnished, 1 Bedrms, Cost #8",Average number of hours of training that employees at this business received,23.48%,27.62%,0.00%,EMP_TRAIN_HRS_AVG
2744,COST11U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,23.48%,27.62%,0.00%,CAPEX_RSRCH_BUILD_VAL
2745,COST10U1B1INT0,B_CRDAMT,"Initial Interview, Unfurnished, 1 Bedrms, Cost #10",Total amount of credit that was requested and received ,23.47%,27.62%,0.00%,CREDIT_AMT_RECEIVED_STAT
2746,COST9U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.46%,27.60%,0.00%,CREDIT_AMT_RECEIVED_STAT
2747,COST9U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.45%,27.59%,0.00%,CREDIT_AMT_RECEIVED_STAT
2748,COST9U4B2INT2,CPSTR,"Second Interview, Condo, 2 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.45%,27.59%,0.00%,CAPEX_RSRCH_BUILD_VAL
2749,COST1U1B3INT2,EXPNS,"Second Interview, Unfurnished, 3 Bedrms, Cost #1",Amount of total expenses,23.45%,27.59%,0.00%,EXPS_TOT_VAL
2750,COST3U1B3INT2,B_CRDAMT,"Second Interview, Unfurnished, 3 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.44%,27.58%,0.00%,CREDIT_AMT_RECEIVED_STAT
2751,COST9U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #9",Total amount of credit that was requested and received ,23.43%,27.56%,0.00%,CREDIT_AMT_RECEIVED_STAT
2752,COST3U1B1INT2,B_CRDAMT,"Second Interview, Unfurnished, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.43%,27.56%,0.00%,CREDIT_AMT_RECEIVED_STAT
2753,COST6U1B3INT1,EXPNS,"First Interview, Unfurnished, 3 Bedrms, Cost #6",Amount of total expenses,23.43%,27.56%,0.00%,EXPS_TOT_VAL
2754,COST4U1B3INT2,EXPNS,"Second Interview, Unfurnished, 3 Bedrms, Cost #4",Amount of total expenses,23.41%,27.54%,0.00%,EXPS_TOT_VAL
2755,FIELD_REP_ID,O2_NAME_TITLE,Field Representative ID (FRID),Name of second owner,23.41%,27.54%,0.00%,OWNER2_NAME
2756,COST5U3B2INT1,EXPNS,"First Interview, Coop, 2 Bedrms, Cost #5",Amount of total expenses,23.40%,27.53%,0.00%,EXPS_TOT_VAL
2757,COST8U4B2INT1,EXPNS,"First Interview, Condo, 2 Bedrms, Cost #8",Amount of total expenses,23.38%,27.50%,0.00%,EXPS_TOT_VAL
2758,COST12U4B0INT0,CPSTR,"Initial Interview, Condo, 0 Bedrms, Cost #12",Total capital expenditures for research operations that went towards buildings and land improvement,23.37%,27.50%,0.00%,CAPEX_RSRCH_BUILD_VAL
2759,NAICS_MCHLRN,AISALESFOR,6 digit code set by Machine Learning  - BEACON,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support supply chain management and logistics                                                 ,23.35%,24.76%,15.38%,AI_SALES_FORECAST_CODE
2760,LIAB_LONG_BANK_LOAN_VAL,B_CRDAP,Long-term debt - Loans from banks,Yes/No if the business submitted an application for new credit,23.35%,27.47%,0.00%,CREDIT_APPS_STAT
2761,COST5U1B1INT0,B_DESIGNOUT ,"Initial Interview, Unfurnished, 1 Bedrms, Cost #5",Yes/No if business provided design for goods that were contracted out,23.34%,27.46%,0.00%,MAN_DESIGNOUT_STAT
2762,COST7U4B3INT0,CPSTR,"Initial Interview, Condo, 3 Bedrms, Cost #7",Total capital expenditures for research operations that went towards buildings and land improvement,23.34%,27.46%,0.00%,CAPEX_RSRCH_BUILD_VAL
2763,COST8U4B0INT4,CPSTR,"Fourth Interview, Condo, 0 Bedrms, Cost #8",Total capital expenditures for research operations that went towards buildings and land improvement,23.32%,27.44%,0.00%,CAPEX_RSRCH_BUILD_VAL
2764,COST11U4B0INT4,CPSTR,"Fourth Interview, Condo, 0 Bedrms, Cost #11",Total capital expenditures for research operations that went towards buildings and land improvement,23.32%,27.44%,0.00%,CAPEX_RSRCH_BUILD_VAL
2765,COST12U4B0INT3,CPSTR,"Third Interview, Condo, 0 Bedrms, Cost #12",Total capital expenditures for research operations that went towards buildings and land improvement,23.32%,27.44%,0.00%,CAPEX_RSRCH_BUILD_VAL
2766,COST5U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #5",Total amount of credit that was requested and received ,23.31%,27.42%,0.00%,CREDIT_AMT_RECEIVED_STAT
2767,TOTU1INT0,WZOH_TOT,"Total UnFurn Units, Initial Intv",Total amount of internal research funds by cost category,23.29%,25.63%,10.00%,EXPS_RSRCH_COST_TOT_DVAL
2768,COST2U1B1INT0,B_PROMOTE_PERF,"Initial Interview, Unfurnished, 1 Bedrms, Cost #2",Primary method that employees are promoted at this business,23.29%,27.40%,0.00%,PROMOTION_METHOD_CODE
2769,COST2U1B0INT0,B_PROMOTE_PERF,"Initial Interview, Unfurnished, 0 Bedrms, Cost #2",Primary method that employees are promoted at this business,23.28%,27.39%,0.00%,PROMOTION_METHOD_CODE
2770,AGER,O1_AGE ,Age restricted (SOC Data),Age of first owner,23.28%,23.86%,20.00%,OWNER_AGE_CODE
2771,COST3U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #3",Total amount of credit that was requested and received ,23.27%,27.38%,0.00%,CREDIT_AMT_RECEIVED_STAT
2772,COST6U4B2INT0,CPSTR,"Initial Interview, Condo, 2 Bedrms, Cost #6",Total capital expenditures for research operations that went towards buildings and land improvement,23.26%,27.36%,0.00%,CAPEX_RSRCH_BUILD_VAL
2773,COST5U3B0INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 0 Bedrms, Cost #5",Average number of hours of training that employees at this business received,23.26%,27.37%,0.00%,EMP_TRAIN_HRS_AVG
2774,COST11U4B2INT1,EXPNS,"First Interview, Condo, 2 Bedrms, Cost #11",Amount of total expenses,23.26%,27.37%,0.00%,EXPS_TOT_VAL
2775,COST9U4B1INT3,CPSTR,"Third Interview, Condo, 1 Bedrms, Cost #9",Total capital expenditures for research operations that went towards buildings and land improvement,23.25%,27.35%,0.00%,CAPEX_RSRCH_BUILD_VAL
2776,COST2U1B1INT3,B_CRDAMT,"Third Interview, Unfurnished, 1 Bedrms, Cost #2",Total amount of credit that was requested and received ,23.25%,27.35%,0.00%,CREDIT_AMT_RECEIVED_STAT
2777,COST8U4B1INT1,EXPNS,"First Interview, Condo, 1 Bedrms, Cost #8",Amount of total expenses,23.24%,27.34%,0.00%,EXPS_TOT_VAL
2778,COST10U4B3INT1,EXPNS,"First Interview, Condo, 3 Bedrms, Cost #10",Amount of total expenses,23.22%,27.31%,0.00%,EXPS_TOT_VAL
2779,COST10U1B3INT1,B_CRDAMT,"First Interview, Unfurnished, 3 Bedrms, Cost #10",Total amount of credit that was requested and received ,23.21%,27.31%,0.00%,CREDIT_AMT_RECEIVED_STAT
2780,COST8U1B2INT2,B_CRDAMT,"Second Interview, Unfurnished, 2 Bedrms, Cost #8",Total amount of credit that was requested and received ,23.21%,27.31%,0.00%,CREDIT_AMT_RECEIVED_STAT
2781,COST11U1B0INT2,B_CRDAMT,"Second Interview, Unfurnished, 0 Bedrms, Cost #11",Total amount of credit that was requested and received ,23.20%,27.30%,0.00%,CREDIT_AMT_RECEIVED_STAT
2782,COST1U4B2INT3,CPSTR,"Third Interview, Condo, 2 Bedrms, Cost #1",Total capital expenditures for research operations that went towards buildings and land improvement,23.19%,27.28%,0.00%,CAPEX_RSRCH_BUILD_VAL
2783,COST4U1B1INT1,B_EMPTRAIN_HRS,"First Interview, Unfurnished, 1 Bedrms, Cost #4",Average number of hours of training that employees at this business received,23.19%,27.28%,0.00%,EMP_TRAIN_HRS_AVG
2784,COST4U1B1INT2,B_EMPTRAIN_HRS,"Second Interview, Unfurnished, 1 Bedrms, Cost #4",Average number of hours of training that employees at this business received,23.19%,27.29%,0.00%,EMP_TRAIN_HRS_AVG
2785,COST10U4B1INT0,EXPNS,"Initial Interview, Condo, 1 Bedrms, Cost #10",Amount of total expenses,23.18%,27.28%,0.00%,EXPS_TOT_VAL
2786,COST7U1B3INT1,B_CRDAMT,"First Interview, Unfurnished, 3 Bedrms, Cost #7",Total amount of credit that was requested and received ,23.18%,27.27%,0.00%,CREDIT_AMT_RECEIVED_STAT
