Variable Source,Variable - MDR,Similarity Score (result/cosineSimilarity.csv),Actual Result,VariableNameB (result/cosineJaccardSimilarity.csv),Similarity Score (result/cosineJaccardSimilarity.csv),Actual Result (result/cosineJaccardSimilarity.csv),VariableNameB (result/cosineSimilarityMultiple.csv),Similarity Score (result/cosineSimilarityMultiple.csv),Actual Result (result/cosineSimilarityMultiple.csv),Match (result/cosineSimilarity.csv),Match (result/cosineJaccardSimilarity.csv),Match (result/cosineSimilarityMultiple.csv)
B_RDEXP_DOM_MATERIALS,COST5U2B2INT2,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.24%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST10U1B2INT4,30.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.31%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.90%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST2U1B1INT3,30.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.24%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.90%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST3U1B3INT1,30.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.27%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.90%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B2INT1,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.22%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B2INT1,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.25%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B0INT3,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.24%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST5U2B1INT4,30.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.27%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.90%,EMP_RSRCH_CONTRACT_NUM,0,0,0
"
RESP_TITLE   ",PREMCD,30.90%,CERT_TITLE_TXT,"
RESP_TITLE   ",26.25%,CERT_TITLE_TXT,"
RESP_TITLE   ",30.90%,CERT_TITLE_TXT,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B2INT1,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.25%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST3U2B1INT4,30.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.24%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.90%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U2B0INT2,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.23%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST11U2B0INT2,30.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.27%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
O1_OWNER_DISABLE,TAXSTAT,30.90%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,29.97%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,30.90%,OWNER_DISABILITY_CODE,0,0,0
B_SALES_TOT_US,INV_OUTPR_END,30.80%,SALES_US_TOT_VAL,B_SALES_TOT_US,26.19%,SALES_US_TOT_VAL,B_SALES_TOT_US,30.80%,SALES_US_TOT_VAL,0,0,0
B_COOP,TRAILER_WOD_NUM,30.80%,COOP_PARTNER_LOC_CHKBOX,B_COOP,26.14%,COOP_PARTNER_LOC_CHKBOX,B_COOP,30.80%,COOP_PARTNER_LOC_CHKBOX,0,0,0
EMPC,RCPT_C_ST_NE,30.80%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.17%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.80%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_NM,30.80%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,26.19%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,30.80%,MAN_CONTRACTOUT_CHKBOX,0,0,0
O4_NAME_TITLE,BED1U4,30.80%,OWNER4_NAME,O4_NAME_TITLE,26.20%,OWNER4_NAME,O4_NAME_TITLE,30.80%,OWNER4_NAME,0,0,0
B_OPEXPENSE ,ROOM_RENT_RESIDE,30.80%,EXPS_TOT_VAL,B_OPEXPENSE ,26.17%,EXPS_TOT_VAL,B_OPEXPENSE ,30.80%,EXPS_TOT_VAL,0,0,0
B_TRAINEXP_TOT,DIST_LRN_ONL_LIV_PCT,30.80%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,26.20%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,30.80%,EXPS_TRAIN_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST1U4B0INT2,30.80%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.14%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.80%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_AZ,30.80%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,26.15%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,30.80%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_MATERIALS,COST6U2B0INT1,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.16%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U2B0INT4,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.16%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B2INT4,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.15%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST1U4B3INT2,30.80%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.16%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.80%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_EXPCOST_BLDG,BLDG_TYPE3,30.80%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,26.14%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,30.80%,CAPEX_RD_OPS_BLDG_VAL,0,0,0
CPSTR,ANYCHANGE,30.80%,CAPEX_RSRCH_BUILD_VAL,CPSTR,26.16%,CAPEX_RSRCH_BUILD_VAL,CPSTR,30.80%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_TRAINEXP_TOT,DIST_LRN_ONL_SELF_PCT,30.80%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,26.16%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,30.80%,EXPS_TRAIN_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B2INT2,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.20%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST6U2B0INT4,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.18%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST10U4B0INT2,30.80%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.22%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.80%,EXPS_RD_DOM_EMP_VAL,0,0,0
WEMP,SOMA_APPTDATE,30.80%,EMP_MAR12_NUM,WEMP,26.16%,EMP_MAR12_NUM,WEMP,30.80%,EMP_MAR12_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U2B0INT2,30.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.18%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
RESP_REMARKS,PROD_QTYPRD_RDGRAN_NONE,30.80%,REMARKS_WRTIN_TXT,RESP_REMARKS,26.14%,REMARKS_WRTIN_TXT,RESP_REMARKS,30.80%,REMARKS_WRTIN_TXT,0,0,0
EMPC,COST7U1B3INT1,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.12%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B0INT3,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.09%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST4U2B2INT4,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.08%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_EMPL,COST10U4B1INT4,30.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.06%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST1U4B2INT2,30.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.09%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST10U2B3INT3,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.13%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B2INT4,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.13%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B1INT4,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.14%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST1U4B2INT4,30.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.13%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B1INT1,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.11%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST7U1B1INT3,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.07%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST2U2B2INT2,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.06%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B2INT2,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.06%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST6U1B3INT1,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.13%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B2INT4,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.10%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST1U2B3INT3,30.70%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.05%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.70%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST9U1B3INT1,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.07%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST10U2B1INT4,30.70%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.09%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.70%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_EMPNUM_RDFTE_TOTAL,CURMCD,30.70%,EMP_FTE_RD_NUM,B_EMPNUM_RDFTE_TOTAL,26.07%,EMP_FTE_RD_NUM,B_EMPNUM_RDFTE_TOTAL,30.70%,EMP_FTE_RD_NUM,0,0,0
B_RDEXP_DOM_EMPL,COST10U4B2INT2,30.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.03%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
EMPC,COST7U1B0INT4,30.60%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.02%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.60%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST6U1B1INT3,30.60%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.01%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.60%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDCOST_DOM_APPLD,COST2U1B0INT4,30.60%,EXPS_RD_US_APPLIED_VAL,B_RDCOST_DOM_APPLD,26.01%,EXPS_RD_US_APPLIED_VAL,B_RDCOST_DOM_APPLD,30.60%,EXPS_RD_US_APPLIED_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U2B0INT4,30.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,26.03%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B2INT1,30.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.97%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST6U1B2INT1,30.60%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.00%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.60%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST9U1B1INT3,30.60%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.01%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.60%,EMP_RSRCH_CONTRACT_NUM,0,0,0
O1_OWNER_DISABLE,EXPS_REFUSE_VAL,33.90%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,28.84%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,33.90%,OWNER_DISABILITY_CODE,0,0,0
B_OWNERNUM,PERMIT_NUM,30.60%,OWNER_NUM_STAT,B_OWNERNUM,31.00%,OWNER_NUM_STAT,B_OWNERNUM,30.60%,OWNER_NUM_STAT,0,0,0
EMPC,COST1U2B0INT4,30.60%,EMP_RSRCH_CONTRACT_NUM,EMPC,26.03%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.60%,EMP_RSRCH_CONTRACT_NUM,0,0,0
NPRDFIELDWI,PROD_QTYPRD_BLLCLY_NONE,30.60%,EXPS_RSRCH_FLD_TOT_TXT,CPTOTWI,27.20%,CAPEX_RSRCH_TOT_DVAL_TXT,NPRDFIELDWI,30.60%,EXPS_RSRCH_FLD_TOT_TXT,0,0,0
B_ACTIVITYUFC_ENG ,PROJECT,30.60%,AFFIL_NONUS_ENGINEER_STAT,B_ACTIVITYUFC_ENG ,26.01%,AFFIL_NONUS_ENGINEER_STAT,B_ACTIVITYUFC_ENG ,30.60%,AFFIL_NONUS_ENGINEER_STAT,0,0,0
B_RDEXP_DOM_EMPL,COST10U4B2INT4,30.60%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,26.05%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.60%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B3INT4,30.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.97%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B1INT1,30.60%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.98%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.60%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_INNOV_SERV,RCPT_PAT_IN_DVAL,30.50%,NEW_IMPROVE_SERVICES_STAT,B_INNOV_SERV,28.41%,NEW_IMPROVE_SERVICES_STAT,B_INNOV_SERV,30.50%,NEW_IMPROVE_SERVICES_STAT,0,0,0
B_RDEXP_DOM_EMPL,COST10U4B0INT4,30.50%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,25.96%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,30.50%,EXPS_RD_DOM_EMP_VAL,0,0,0
EMPC,COST4U2B3INT4,30.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.96%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDCOST_DOM_BASIC,COST1U4B0INT4,30.50%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,25.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,30.50%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B1INT1,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.96%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
O3_NAME_TITLE,BED4U3,30.50%,OWNER3_NAME,O3_NAME_TITLE,25.96%,OWNER3_NAME,O3_NAME_TITLE,30.50%,OWNER3_NAME,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B3INT1,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.95%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,ORE_COPPER_SILVER,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.96%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST7U1B3INT3,30.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.96%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B0INT2,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST9U1B3INT3,30.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.96%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B1INT1,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.94%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B0INT3,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.97%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST2U1B2INT1,30.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.90%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST3U1B3INT3,30.50%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.95%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.50%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B3INT1,30.50%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.89%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.50%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST11U1B0INT4,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.85%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST7U1B2INT1,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.87%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST6U1B1INT1,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.82%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B0INT2,30.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.82%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST11U1B3INT1,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.82%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST9U1B0INT4,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.88%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST3U1B2INT3,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.88%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST9U1B2INT1,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.82%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,COST5U2B3INT1,30.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.84%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U1B1INT3,30.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.85%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
CPSTR,GEO_CBSA,30.40%,CAPEX_RSRCH_BUILD_VAL,CPSTR,25.85%,CAPEX_RSRCH_BUILD_VAL,CPSTR,30.40%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST8U2B1INT1,30.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
EMPC,COST6U1B3INT3,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.85%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST2U1B3INT3,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.87%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
EMPC,COST3U1B0INT4,30.40%,EMP_RSRCH_CONTRACT_NUM,EMPC,25.82%,EMP_RSRCH_CONTRACT_NUM,EMPC,30.40%,EMP_RSRCH_CONTRACT_NUM,0,0,0
B_RDEXP_DOM_MATERIALS,ORE_GOLD_COPPER,30.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,25.84%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,30.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
O1_HISP_OTH_WIN,OWNSTAT_OTH_WRTIN,30.40%,OWNER_ETHNICITY_WRTIN_TXT,O1_HISP_OTH_WIN,25.86%,OWNER_ETHNICITY_WRTIN_TXT,O1_HISP_OTH_WIN,30.40%,OWNER_ETHNICITY_WRTIN_TXT,0,0,0
RESP_EMAIL  ,FORM_MAILED,46.10%,CERT_EMAIL_TXT,RESP_EMAIL  ,39.21%,CERT_EMAIL_TXT,RESP_EMAIL  ,46.10%,CERT_EMAIL_TXT,0,0,0
