,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,Cosine Score,Jaccard Score,result
2473,COST9U4B2INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 2 Bedrms, Cost #9","Amount of domestic R&D costs going to salaries, wages, and benefits",26.72%,31.44%,0.00%,EXPS_RD_DOM_EMP_VAL
2474,COST7U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.72%,31.43%,0.00%,EXPS_RD_DOM_MAT_VAL
2475,COST12U1B3INT4,EMPC,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #12",Number of contract employes working on research activities,26.72%,31.43%,0.00%,EMP_RSRCH_CONTRACT_NUM
2476,COST7U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.71%,31.43%,0.00%,EXPS_RD_DOM_MAT_VAL
2477,COST11U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.71%,31.43%,0.00%,EXPS_RD_DOM_MAT_VAL
2478,COST6U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #6",Number of contract employes working on research activities,26.71%,31.43%,0.00%,EMP_RSRCH_CONTRACT_NUM
2479,COST10U2B1INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 1 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,26.70%,31.41%,0.00%,EXPS_RD_DOM_MAT_VAL
2480,COST1U2B2INT4,EMPC,"Fourth Interview, Furnished, 2 Bedrms, Cost #1",Number of contract employes working on research activities,26.70%,31.41%,0.00%,EMP_RSRCH_CONTRACT_NUM
2481,COST5U4B0INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 0 Bedrms, Cost #5","Amount of domestic R&D costs going to salaries, wages, and benefits",26.70%,31.42%,0.00%,EXPS_RD_DOM_EMP_VAL
2482,COST1U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #1",Number of contract employes working on research activities,26.69%,31.41%,0.00%,EMP_RSRCH_CONTRACT_NUM
2483,RCPT_TRANSIENTGT50,B_EMPNUM_UNPAID,Were more than half of guestroom or unit rental receipts from transient guests?,Number of individuals who did work for the business but were unpaid,26.69%,31.40%,0.00%,EMP_UNPAID_NUM
2484,COST1U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #1",Number of contract employes working on research activities,26.69%,31.40%,0.00%,EMP_RSRCH_CONTRACT_NUM
2485,COST2U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #2",Number of contract employes working on research activities,26.69%,31.40%,0.00%,EMP_RSRCH_CONTRACT_NUM
2486,COST1U2B3INT4,EMPC,"Fourth Interview, Furnished, 3 Bedrms, Cost #1",Number of contract employes working on research activities,26.68%,31.39%,0.00%,EMP_RSRCH_CONTRACT_NUM
2487,COST3U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #3",Number of contract employes working on research activities,26.67%,31.38%,0.00%,EMP_RSRCH_CONTRACT_NUM
2488,PRCH_REFUSE,B_CRDSRC,"Water, sewer, refuse removal, and other non-electric utility payments",Other sources of credit not listed,26.67%,31.37%,0.00%,CREDIT_SOURCES_CHKBOX
2489,COST8U1B0INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Unfurnished, 0 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.67%,31.37%,0.00%,EXPS_RD_DOM_MAT_VAL
2490,COST11U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.67%,31.38%,0.00%,EXPS_RD_DOM_MAT_VAL
2491,COST4U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,26.67%,31.37%,0.00%,EXPS_RD_DOM_MAT_VAL
2492,COST6U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,26.66%,31.36%,0.00%,EXPS_RD_DOM_MAT_VAL
2493,COST1U4B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Condo, 0 Bedrms, Cost #1",Domestic R&D performance costs for basic research,26.65%,31.36%,0.00%,EXPS_RD_US_BASIC_VAL
2494,COST3U2B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 1 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.65%,31.35%,0.00%,EXPS_RD_DOM_MAT_VAL
2495,COST10U4B1INT1,B_RDEXP_DOM_EMPL,"First Interview, Condo, 1 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.65%,31.36%,0.00%,EXPS_RD_DOM_EMP_VAL
2496,COST4U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #4",Number of contract employes working on research activities,26.64%,31.35%,0.00%,EMP_RSRCH_CONTRACT_NUM
2497,PATNT_CARE_PHARMTHY,B_COOP,"Patient Care Services Offered,  Pharmacotherapy management program, which may include delivery of medications and consultation to hospital patients",Companies that are the clients or customers outside the business group,26.64%,31.34%,0.00%,COOP_PARTNER_LOC_CHKBOX
2498,EXPS_PROFLIAB_VAL,,Professional Liability Insurance,Does the external CPA firm that conducts audits provide tax preparation and consulting services ,26.64%,31.34%,0.00%,AUD_TXPRP_CONSL_CODE
2499,COST9U2B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 1 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.62%,31.32%,0.00%,EXPS_RD_DOM_MAT_VAL
2500,COST4U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #4",Number of contract employes working on research activities,26.62%,31.32%,0.00%,EMP_RSRCH_CONTRACT_NUM
2501,COST8U1B1INT4,EMPC,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #8",Number of contract employes working on research activities,26.61%,31.30%,0.00%,EMP_RSRCH_CONTRACT_NUM
2502,COST8U2B3INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 3 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.60%,31.29%,0.00%,EXPS_RD_DOM_MAT_VAL
2503,COST8U4B2INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 2 Bedrms, Cost #8","Amount of domestic R&D costs going to salaries, wages, and benefits",26.60%,31.30%,0.00%,EXPS_RD_DOM_EMP_VAL
2504,COST10U4B3INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 3 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.59%,31.29%,0.00%,EXPS_RD_DOM_EMP_VAL
2505,RCPT_C_ST_OK,B_CONTRACTOUT_TYPE,"Construction Work by State,  Oklahoma",Type of companies that manufacturing was contracted out to ,26.59%,31.28%,0.00%,MAN_CONTRACTOUT_CHKBOX
2506,COST5U2B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 1 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.59%,31.28%,0.00%,EXPS_RD_DOM_MAT_VAL
2507,COST1U2B1INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 1 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,26.59%,31.29%,0.00%,EXPS_RD_DOM_MAT_VAL
2508,COST6U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #6",Amount of domestic R&D costs going to materials and supplies,26.59%,31.29%,0.00%,EXPS_RD_DOM_MAT_VAL
2509,PAT_CARE_OUT_VISIT_PCT,B_FREQCSM,"Patient Care, Outpatient visits and consultations - evaluation and management services",How frequently customer satisfaction is monitored by this business,26.59%,31.28%,0.00%,CUST_SATISFACT_FREQ_CODE
2510,COST8U3B3INT4,B_RDCOST_DOM_BASIC,"Fourth Interview, Coop, 3 Bedrms, Cost #8",Domestic R&D performance costs for basic research,26.57%,31.25%,0.00%,EXPS_RD_US_BASIC_VAL
2511,COST12U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,26.57%,31.26%,0.00%,EXPS_RD_DOM_MAT_VAL
2512,COST5U1B0INT0,B_RDCOST_DOM_BASIC,"Initial Interview, Unfurnished, 0 Bedrms, Cost #5",Domestic R&D performance costs for basic research,26.57%,31.25%,0.00%,EXPS_RD_US_BASIC_VAL
2513,COST9U2B1INT4,EMPC,"Fourth Interview, Furnished, 1 Bedrms, Cost #9",Number of contract employes working on research activities,26.56%,31.25%,0.00%,EMP_RSRCH_CONTRACT_NUM
2514,COST10U1B1INT4,EMPC,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #10",Number of contract employes working on research activities,26.55%,31.24%,0.00%,EMP_RSRCH_CONTRACT_NUM
2515,COST3U4B3INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 3 Bedrms, Cost #3","Amount of domestic R&D costs going to salaries, wages, and benefits",26.54%,31.22%,0.00%,EXPS_RD_DOM_EMP_VAL
2516,COST11U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.54%,31.23%,0.00%,EXPS_RD_DOM_MAT_VAL
2517,COST7U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.54%,31.22%,0.00%,EXPS_RD_DOM_MAT_VAL
2518,COST3U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.53%,31.21%,0.00%,EXPS_RD_DOM_MAT_VAL
2519,COST12U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #12",Number of contract employes working on research activities,26.52%,31.19%,0.00%,EMP_RSRCH_CONTRACT_NUM
2520,COST10U4B1INT2,B_RDEXP_DOM_EMPL,"Second Interview, Condo, 1 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.51%,31.18%,0.00%,EXPS_RD_DOM_EMP_VAL
2521,INV_E_LIFO_RSV_VAL,B_INNOV_GOODS,"Inventories: LIFO reserve, EOY",Whether the business introduced new or improved goods,26.51%,31.18%,0.00%,NEW_IMPROVE_GOODS_STAT
2522,COST10U1B1INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Unfurnished, 1 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,26.50%,31.17%,0.00%,EXPS_RD_DOM_MAT_VAL
2523,COST10U4B3INT1,B_RDEXP_DOM_EMPL,"First Interview, Condo, 3 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.50%,31.17%,0.00%,EXPS_RD_DOM_EMP_VAL
2524,LIAB_LONG_BOND_DEB_VAL,WZDEPR,Long-term debt - Bonds and debentures,Amount of internal research funds allocated to depreciation and amortization of assets,26.50%,31.17%,0.00%,EXPS_RSRCH_DEPR_VAL
2525,COST7U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.49%,31.17%,0.00%,EXPS_RD_DOM_MAT_VAL
2526,BLDG_TYPE2,B_EXPCOST_BLDG,Second Type of Units in Building,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,26.49%,31.17%,0.00%,CAPEX_RD_OPS_BLDG_VAL
2527,COST4U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,26.48%,31.16%,0.00%,EXPS_RD_DOM_MAT_VAL
2528,COST10U4B0INT1,B_RDEXP_DOM_EMPL,"First Interview, Condo, 0 Bedrms, Cost #10","Amount of domestic R&D costs going to salaries, wages, and benefits",26.48%,31.15%,0.00%,EXPS_RD_DOM_EMP_VAL
2529,FOOD_CONCSN,B_OPR_FRANCHISED ,"True if this establishment operated as a concession in a stadium, arena, or other recreation or amusement place at which food was made available to the general public in 2017; false otherwise",Yes/No if all or part of the business operates as a franchise,26.48%,31.15%,0.00%,FRANCHISED_STAT
2530,COST9U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.48%,31.15%,0.00%,EXPS_RD_DOM_MAT_VAL
2531,COST1U4B3INT3,B_RDEXP_DOM_EMPL,"Third Interview, Condo, 3 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.48%,31.16%,0.00%,EXPS_RD_DOM_EMP_VAL
2532,COST2U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.48%,31.16%,0.00%,EXPS_RD_DOM_MAT_VAL
2533,COST10U1B2INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Unfurnished, 2 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,26.47%,31.14%,0.00%,EXPS_RD_DOM_MAT_VAL
2534,HQNOTES,"
RESP_TITLE   ",Notes section within the SOMA where FRs can send a direct note to the survey sponsor.,Contact Information: Title,26.47%,31.14%,0.00%,CERT_TITLE_TXT
2535,COST2U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.46%,31.13%,0.00%,EXPS_RD_DOM_MAT_VAL
2536,COST5U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #5",Amount of domestic R&D costs going to materials and supplies,26.46%,31.13%,0.00%,EXPS_RD_DOM_MAT_VAL
2537,COST4U1B0INT4,EMPC,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #4",Number of contract employes working on research activities,26.45%,31.11%,0.00%,EMP_RSRCH_CONTRACT_NUM
2538,COST3U2B3INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 3 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.45%,31.12%,0.00%,EXPS_RD_DOM_MAT_VAL
2539,RCPT_C_ST_WY,B_CONTRACTOUT_TYPE,"Construction Work by State,  Wyoming",Type of companies that manufacturing was contracted out to ,26.45%,31.12%,0.00%,MAN_CONTRACTOUT_CHKBOX
2540,COST2U2B1INT4,EMPC,"Fourth Interview, Furnished, 1 Bedrms, Cost #2",Number of contract employes working on research activities,26.45%,31.11%,0.00%,EMP_RSRCH_CONTRACT_NUM
2541,COST3U2B2INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 2 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.45%,31.11%,0.00%,EXPS_RD_DOM_MAT_VAL
2542,RCPT_C_ST_ME,B_CONTRACTOUT_TYPE,"Construction Work by State,  Maine",Type of companies that manufacturing was contracted out to ,26.45%,31.12%,0.00%,MAN_CONTRACTOUT_CHKBOX
2543,COST10U1B0INT0,B_RDCOST_DOM_BASIC,"Initial Interview, Unfurnished, 0 Bedrms, Cost #10",Domestic R&D performance costs for basic research,26.44%,31.11%,0.00%,EXPS_RD_US_BASIC_VAL
2544,BLDG_TYPE,B_EXPCOST_BLDG,Type of Units in Building,R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,26.44%,31.11%,0.00%,CAPEX_RD_OPS_BLDG_VAL
2545,COST7U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #7",Amount of domestic R&D costs going to materials and supplies,26.43%,31.10%,0.00%,EXPS_RD_DOM_MAT_VAL
2546,COST10U1B3INT4,EMPC,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #10",Number of contract employes working on research activities,26.43%,31.09%,0.00%,EMP_RSRCH_CONTRACT_NUM
2547,CLNC_USE_TELEMED,B_NEWCUSTSTART_REASON,"Retail Health Clinics - Services Utilized,  Telemedicine - Telemedicine refers to the remote diagnosis, monitoring, and/or treatment of patients by means of telecommunications technology.",Why this new/customized product or service was developed,26.43%,31.09%,0.00%,NEW_CUST_PROD_START_REASON_STAT
2548,COST2U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.42%,31.09%,0.00%,EXPS_RD_DOM_MAT_VAL
2549,COST8U2B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 1 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.42%,31.08%,0.00%,EXPS_RD_DOM_MAT_VAL
2550,COST12U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,26.42%,31.08%,0.00%,EXPS_RD_DOM_MAT_VAL
2551,COST5U1B3INT4,EMPC,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",Number of contract employes working on research activities,26.42%,31.08%,0.00%,EMP_RSRCH_CONTRACT_NUM
2552,COST10U2B2INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 2 Bedrms, Cost #10",Amount of domestic R&D costs going to materials and supplies,26.42%,31.08%,0.00%,EXPS_RD_DOM_MAT_VAL
2553,COST5U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",Number of contract employes working on research activities,26.41%,31.07%,0.00%,EMP_RSRCH_CONTRACT_NUM
2554,COST_FUEL_PY,B_RDEXP_DOM_MATERIALS,"Purchased fuels consumed for heat, power, or the generation of electricity,  Prior Year",Amount of domestic R&D costs going to materials and supplies,26.41%,31.07%,0.00%,EXPS_RD_DOM_MAT_VAL
2555,COST8U1B3INT4,EMPC,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #8",Number of contract employes working on research activities,26.40%,31.06%,0.00%,EMP_RSRCH_CONTRACT_NUM
2556,COST2U2B2INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 2 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.40%,31.06%,0.00%,EXPS_RD_DOM_MAT_VAL
2557,PHYSLOC_ADDR_NOBOUND,B_PROXY,Is this establishment’s physical location the same as shown in the mailing address,Yes/No if person is reporting in behalf of business owners,26.40%,31.06%,0.00%,PROXY_REPRT_CODE
2558,COST1U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #1",Number of contract employes working on research activities,26.40%,31.06%,0.00%,EMP_RSRCH_CONTRACT_NUM
2559,COST12U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #12",Amount of domestic R&D costs going to materials and supplies,26.40%,31.06%,0.00%,EXPS_RD_DOM_MAT_VAL
2560,COST2U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.39%,31.04%,0.00%,EXPS_RD_DOM_MAT_VAL
2561,COST4U1B3INT3,EMPC,"Third Interview, Unfurnished, 3 Bedrms, Cost #4",Number of contract employes working on research activities,26.39%,31.05%,0.00%,EMP_RSRCH_CONTRACT_NUM
2562,COST9U2B2INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 2 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.39%,31.04%,0.00%,EXPS_RD_DOM_MAT_VAL
2563,COST2U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.38%,31.03%,0.00%,EXPS_RD_DOM_MAT_VAL
2564,COST1U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #1",Number of contract employes working on research activities,26.38%,31.04%,0.00%,EMP_RSRCH_CONTRACT_NUM
2565,COST1U2B2INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 2 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,26.38%,31.04%,0.00%,EXPS_RD_DOM_MAT_VAL
2566,INITIATED_SURVEY,B_FREQCSM,Date respondent initiated survey,How frequently customer satisfaction is monitored by this business,26.38%,31.04%,0.00%,CUST_SATISFACT_FREQ_CODE
2567,COST8U4B3INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 3 Bedrms, Cost #8","Amount of domestic R&D costs going to salaries, wages, and benefits",26.37%,31.02%,0.00%,EXPS_RD_DOM_EMP_VAL
2568,PHYSLOC_ADDR_NAME2_TXT,O2_NAME_TITLE,Physical location name 2,Name of second owner,26.37%,31.02%,0.00%,OWNER2_NAME
2569,COST11U2B1INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 1 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.35%,30.99%,0.00%,EXPS_RD_DOM_MAT_VAL
2570,COST1U4B3INT1,CPSTR,"First Interview, Condo, 3 Bedrms, Cost #1",Total capital expenditures for research operations that went towards buildings and land improvement,26.35%,31.00%,0.00%,CAPEX_RSRCH_BUILD_VAL
2571,ORDER_AHEAD_YES,B_ACTIVITYUC_SALE ,"Did this establishment offer ordering by website, app, phone, or other means in $$00?",Yes/No if domestic unaffiliated companies conducted marketing or sales services for this business,26.34%,30.99%,0.00%,UNAFFIL_US_MARKETING_STAT
2572,COST2U1B0INT1,B_RDCOST_DOM_BASIC,"First Interview, Unfurnished, 0 Bedrms, Cost #2",Domestic R&D performance costs for basic research,26.34%,30.98%,0.00%,EXPS_RD_US_BASIC_VAL
2573,COST1U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #1",Number of contract employes working on research activities,26.33%,30.98%,0.00%,EMP_RSRCH_CONTRACT_NUM
2574,COST8U2B3INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 3 Bedrms, Cost #8",Amount of domestic R&D costs going to materials and supplies,26.33%,30.97%,0.00%,EXPS_RD_DOM_MAT_VAL
2575,COST4U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,26.33%,30.97%,0.00%,EXPS_RD_DOM_MAT_VAL
2576,COST4U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #4",Amount of domestic R&D costs going to materials and supplies,26.32%,30.96%,0.00%,EXPS_RD_DOM_MAT_VAL
2577,COST9U4B3INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 3 Bedrms, Cost #9","Amount of domestic R&D costs going to salaries, wages, and benefits",26.32%,30.97%,0.00%,EXPS_RD_DOM_EMP_VAL
2578,COST10U1B2INT4,EMPC,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #10",Number of contract employes working on research activities,26.31%,30.95%,0.00%,EMP_RSRCH_CONTRACT_NUM
2579,COST5U4B3INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 3 Bedrms, Cost #5","Amount of domestic R&D costs going to salaries, wages, and benefits",26.31%,30.96%,0.00%,EXPS_RD_DOM_EMP_VAL
2580,RCPT_UFO_VAL,B_CEASED_MONTH,Unfilled Orders Value,Month the business ceased operation,26.30%,30.94%,0.00%,OPSTAT_CEASED_MONTH_DATE
2581,COST2U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #2",Number of contract employes working on research activities,26.30%,30.94%,0.00%,EMP_RSRCH_CONTRACT_NUM
2582,COST11U2B3INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 3 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.30%,30.94%,0.00%,EXPS_RD_DOM_MAT_VAL
2583,COST3U1B1INT3,EMPC,"Third Interview, Unfurnished, 1 Bedrms, Cost #3",Number of contract employes working on research activities,26.29%,30.93%,0.00%,EMP_RSRCH_CONTRACT_NUM
2584,COST2U2B1INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 1 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.29%,30.93%,0.00%,EXPS_RD_DOM_MAT_VAL
2585,COST4U1B2INT3,EMPC,"Third Interview, Unfurnished, 2 Bedrms, Cost #4",Number of contract employes working on research activities,26.29%,30.93%,0.00%,EMP_RSRCH_CONTRACT_NUM
2586,COST9U2B0INT3,B_RDEXP_DOM_MATERIALS,"Third Interview, Furnished, 0 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.28%,30.92%,0.00%,EXPS_RD_DOM_MAT_VAL
2587,COST1U4B1INT4,B_RDEXP_DOM_EMPL,"Fourth Interview, Condo, 1 Bedrms, Cost #1","Amount of domestic R&D costs going to salaries, wages, and benefits",26.28%,30.92%,0.00%,EXPS_RD_DOM_EMP_VAL
2588,COST11U2B0INT2,B_RDEXP_DOM_MATERIALS,"Second Interview, Furnished, 0 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.27%,30.91%,0.00%,EXPS_RD_DOM_MAT_VAL
2589,COST5U2B1INT4,EMPC,"Fourth Interview, Furnished, 1 Bedrms, Cost #5",Number of contract employes working on research activities,26.27%,30.91%,0.00%,EMP_RSRCH_CONTRACT_NUM
2590,COST1U2B0INT0,B_RDEXP_DOM_MATERIALS,"Initial Interview, Furnished, 0 Bedrms, Cost #1",Amount of domestic R&D costs going to materials and supplies,26.27%,30.91%,0.00%,EXPS_RD_DOM_MAT_VAL
2591,COST2U2B3INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 3 Bedrms, Cost #2",Amount of domestic R&D costs going to materials and supplies,26.27%,30.91%,0.00%,EXPS_RD_DOM_MAT_VAL
2592,FIELD_REP_ID,RESP_PHONE_EXT ,Field Representative ID (FRID),Contact Information: Extension,26.27%,30.90%,0.00%,CERT_EXTENSION_NUM
2593,COST3U1B3INT1,EMPC,"First Interview, Unfurnished, 3 Bedrms, Cost #3",Number of contract employes working on research activities,26.27%,30.90%,0.00%,EMP_RSRCH_CONTRACT_NUM
2594,PREMCD,"
RESP_TITLE   ",Previous Notes from FR to HQ,Contact Information: Title,26.25%,30.89%,0.00%,CERT_TITLE_TXT
2595,COST3U1B2INT1,EMPC,"First Interview, Unfurnished, 2 Bedrms, Cost #3",Number of contract employes working on research activities,26.25%,30.89%,0.00%,EMP_RSRCH_CONTRACT_NUM
2596,COST9U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #9",Amount of domestic R&D costs going to materials and supplies,26.25%,30.88%,0.00%,EXPS_RD_DOM_MAT_VAL
2597,COST11U2B0INT4,B_RDEXP_DOM_MATERIALS,"Fourth Interview, Furnished, 0 Bedrms, Cost #11",Amount of domestic R&D costs going to materials and supplies,26.25%,30.88%,0.00%,EXPS_RD_DOM_MAT_VAL
2598,COST3U1B1INT1,EMPC,"First Interview, Unfurnished, 1 Bedrms, Cost #3",Number of contract employes working on research activities,26.25%,30.88%,0.00%,EMP_RSRCH_CONTRACT_NUM
2599,COST3U2B2INT1,B_RDEXP_DOM_MATERIALS,"First Interview, Furnished, 2 Bedrms, Cost #3",Amount of domestic R&D costs going to materials and supplies,26.25%,30.89%,0.00%,EXPS_RD_DOM_MAT_VAL
