,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
2126,COST5U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.70%
2127,COST10U3B2INT1,CPAY,"First Interview, Coop, 2 Bedrms, Cost #10",current PAY from BR nan nan,30.70%
2128,COST9U4B0INT4,CPAY,"Fourth Interview, Condo, 0 Bedrms, Cost #9",current PAY from BR nan nan,30.70%
2129,EXPS_EHR_STAT,00022,Electronic Health Records: Status,EI of corp Employer Identification Number Employer Identification Number,30.70%
2130,RCPT_C_ST_OH,00308,"Construction Work by State,  Ohio",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),30.70%
2131,COST12U4B3INT0,00219,"Initial Interview, Condo, 3 Bedrms, Cost #12",Net Property Plant and Equipment     219 NET PPE Net PPE,30.60%
2132,COST9U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #9",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.60%
2133,COST3U1B1INT4,P3PAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #3",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.60%
2134,COST1U1B2INT4,P3PAY,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #1",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.60%
2135,COST8U1B2INT4,P3PAY,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #8",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.60%
2136,COST8U3B3INT4,00001,"Fourth Interview, Coop, 3 Bedrms, Cost #8",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.60%
2137,COST8U1B1INT0,CPAY,"Initial Interview, Unfurnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,30.60%
2138,COST5U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.60%
2139,COST11U1B1INT1,CPAY,"First Interview, Unfurnished, 1 Bedrms, Cost #11",current PAY from BR nan nan,30.60%
2140,RCPT_C_ST_KY,00113,"Construction Work by State,  Kentucky",Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),30.60%
2141,COST12U1B3INT2,P3PAY,"Second Interview, Unfurnished, 3 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.60%
2142,COST7U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,30.60%
2143,COST9U3B2INT3,CPAY,"Third Interview, Coop, 2 Bedrms, Cost #9",current PAY from BR nan nan,30.60%
2144,COST10U3B3INT2,CPAY,"Second Interview, Coop, 3 Bedrms, Cost #10",current PAY from BR nan nan,30.60%
2145,COST11U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.60%
2146,COST12U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,30.60%
2147,COST10U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.60%
2148,COST10U2B0INT0,CPAY,"Initial Interview, Furnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,30.60%
2149,COST4U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.50%
2150,AFFIL_SPL_ADDR_STREET,00219,"Added child establishment,  Street Address",Net Property Plant and Equipment     219 NET PPE Net PPE,30.50%
2151,COST12U2B1INT4,CPAY,"Fourth Interview, Furnished, 1 Bedrms, Cost #12",current PAY from BR nan nan,30.50%
2152,COST1U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.50%
2153,COST6U1B1INT0,CPAY,"Initial Interview, Unfurnished, 1 Bedrms, Cost #6",current PAY from BR nan nan,30.50%
2154,COST4U3B2INT0,CPAY,"Initial Interview, Coop, 2 Bedrms, Cost #4",current PAY from BR nan nan,30.50%
2155,RCPT_C_ST_FL,00308,"Construction Work by State,  Florida",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),30.50%
2156,COST4U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #4",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.50%
2157,COST2U3B3INT4,00001,"Fourth Interview, Coop, 3 Bedrms, Cost #2",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.50%
2158,COST11U3B2INT2,CPAY,"Second Interview, Coop, 2 Bedrms, Cost #11",current PAY from BR nan nan,30.50%
2159,COST8U4B0INT4,CPAY,"Fourth Interview, Condo, 0 Bedrms, Cost #8",current PAY from BR nan nan,30.50%
2160,COST11U4B2INT2,00105,"Second Interview, Condo, 2 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.50%
2161,COST8U3B2INT2,CPAY,"Second Interview, Coop, 2 Bedrms, Cost #8",current PAY from BR nan nan,30.50%
2162,COST11U4B3INT2,00105,"Second Interview, Condo, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.50%
2163,COST4U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.50%
2164,COST10U4B1INT2,CPAY,"Second Interview, Condo, 1 Bedrms, Cost #10",current PAY from BR nan nan,30.50%
2165,COST12U4B0INT3,CPAY,"Third Interview, Condo, 0 Bedrms, Cost #12",current PAY from BR nan nan,30.50%
2166,PHYSLOC_ADDR_NAME2_TXT,00217,Physical location name 2,Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,30.50%
2167,COST4U4B1INT1,00105,"First Interview, Condo, 1 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.50%
2168,COST2U1B0INT1,CPAY,"First Interview, Unfurnished, 0 Bedrms, Cost #2",current PAY from BR nan nan,30.50%
2169,COST7U1B1INT0,CPAY,"Initial Interview, Unfurnished, 1 Bedrms, Cost #7",current PAY from BR nan nan,30.50%
2170,COST1U2B1INT0,00105,"Initial Interview, Furnished, 1 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.50%
2171,COST5U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.50%
2172,COST5U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #5",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.50%
2173,COST9U4B0INT2,CPAY,"Second Interview, Condo, 0 Bedrms, Cost #9",current PAY from BR nan nan,30.50%
2174,COST9U2B1INT0,CPAY,"Initial Interview, Furnished, 1 Bedrms, Cost #9",current PAY from BR nan nan,30.40%
2175,COST9U2B0INT4,CPAY,"Fourth Interview, Furnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,30.40%
2176,COST12U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #12",Interest Expense                     105 Interest Expense Interest expense,30.40%
2177,COST2U1B1INT4,P3PAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #2",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.40%
2178,SAMPLE_STRATUM,00022,Sample stratum for the ENT_ID as taken from the sample input file. This is attached to every unit associated with the ENT_ID.,EI of corp Employer Identification Number Employer Identification Number,30.40%
2179,COST3U3B3INT4,00001,"Fourth Interview, Coop, 3 Bedrms, Cost #3",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.40%
2180,SOMA_APPTTIME,0D401,Appointment Time in the format HH:MM:AMPM,derived for date edit nan nan,30.40%
2181,CERT_PHONE_NUM,00216,Primary contact phone of unit,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,30.40%
2182,COST12U2B0INT1,CPAY,"First Interview, Furnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,30.40%
2183,COST10U1B2INT2,CPAY,"Second Interview, Unfurnished, 2 Bedrms, Cost #10",current PAY from BR nan nan,30.40%
2184,COST4U3B2INT4,P3PAY,"Fourth Interview, Coop, 2 Bedrms, Cost #4",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.40%
2185,COST7U1B2INT2,P3PAY,"Second Interview, Unfurnished, 2 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.40%
2186,COST9U2B1INT4,CPAY,"Fourth Interview, Furnished, 1 Bedrms, Cost #9",current PAY from BR nan nan,30.40%
2187,COST10U4B0INT0,00105,"Initial Interview, Condo, 0 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.40%
2188,COST7U4B1INT4,00105,"Fourth Interview, Condo, 1 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,30.40%
2189,COST11U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.40%
2190,COST4U4B1INT0,00105,"Initial Interview, Condo, 1 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.40%
2191,COST10U4B2INT0,00105,"Initial Interview, Condo, 2 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.40%
2192,COST12U2B1INT1,CPAY,"First Interview, Furnished, 1 Bedrms, Cost #12",current PAY from BR nan nan,30.40%
2193,COST8U2B3INT0,00105,"Initial Interview, Furnished, 3 Bedrms, Cost #8",Interest Expense                     105 Interest Expense Interest expense,30.40%
2194,COST11U4B0INT3,00105,"Third Interview, Condo, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.40%
2195,COST9U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #9",Interest Expense                     105 Interest Expense Interest expense,30.40%
2196,COST5U2B1INT0,00105,"Initial Interview, Furnished, 1 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.30%
2197,COST6U3B2INT3,00001,"Third Interview, Coop, 2 Bedrms, Cost #6",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.30%
2198,COST4U2B0INT4,00105,"Fourth Interview, Furnished, 0 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.30%
2199,COST2U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #2",current PAY from BR nan nan,30.30%
2200,COST5U4B3INT1,00105,"First Interview, Condo, 3 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.30%
2201,COST7U3B2INT3,00001,"Third Interview, Coop, 2 Bedrms, Cost #7",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.30%
2202,RCPT_C_SUBCON,00219,Construction work done for other contractors or builders,Net Property Plant and Equipment     219 NET PPE Net PPE,30.30%
2203,COST5U3B3INT0,CPAY,"Initial Interview, Coop, 3 Bedrms, Cost #5",current PAY from BR nan nan,30.30%
2204,COST1U1B0INT1,CPAY,"First Interview, Unfurnished, 0 Bedrms, Cost #1",current PAY from BR nan nan,30.30%
2205,COST8U4B0INT2,CPAY,"Second Interview, Condo, 0 Bedrms, Cost #8",current PAY from BR nan nan,30.30%
2206,COST5U1B3INT4,P3PAY,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.30%
2207,COST12U1B2INT3,P3PAY,"Third Interview, Unfurnished, 2 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.30%
2208,COST6U1B2INT2,P3PAY,"Second Interview, Unfurnished, 2 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.30%
2209,RCPT_PAT_OUT_DVAL,00110,Outpatient Care Services,NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,30.30%
2210,COST6U2B0INT4,CPAY,"Fourth Interview, Furnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,30.30%
2211,COST11U4B2INT3,00105,"Third Interview, Condo, 2 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.30%
2212,RCPT_FOOD_CNTRC_GOV,00305,"Contract Feeding, Governmental organizations (Federal, state, local), including correctional facilities",Advances and Prepayments by U.S. Gov 305 Advances and Prepayments by the US GOV Advances and Prepayments by the U.S. Gov,30.30%
2213,COST10U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,30.30%
2214,COST10U1B3INT4,CPAY,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #10",current PAY from BR nan nan,30.30%
2215,COST9U4B1INT4,00105,"Fourth Interview, Condo, 1 Bedrms, Cost #9",Interest Expense                     105 Interest Expense Interest expense,30.30%
2216,COST4U1B2INT4,P3PAY,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #4",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.30%
2217,AGER,0122D,Age restricted (SOC Data),Census Use Only -- ADJ               122 Census Use Only -- ADJ Census Use Only -- ADJ,30.30%
2218,COST3U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,30.30%
2219,COST6U2B0INT0,CPAY,"Initial Interview, Furnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,30.30%
2220,COST6U2B1INT0,CPAY,"Initial Interview, Furnished, 1 Bedrms, Cost #6",current PAY from BR nan nan,30.30%
2221,COST11U3B2INT1,00219,"First Interview, Coop, 2 Bedrms, Cost #11",Net Property Plant and Equipment     219 NET PPE Net PPE,30.30%
2222,COST7U3B3INT2,P3PAY,"Second Interview, Coop, 3 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.30%
2223,COST11U2B3INT3,00105,"Third Interview, Furnished, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.30%
2224,FOOD_SEATS,00223,"How many seats were in this establishment, including bar and patio seats?",Total Assets                         223 Total Assets Total Assets,30.30%
2225,COST_CONTRACT_NONPRD,00110,Contract work and nonproduction labor done for you by others,NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,30.30%
2226,COST9U3B3INT2,CPAY,"Second Interview, Coop, 3 Bedrms, Cost #9",current PAY from BR nan nan,30.30%
2227,COST7U1B3INT2,P3PAY,"Second Interview, Unfurnished, 3 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.20%
2228,COST4U1B3INT4,P3PAY,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #4",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.20%
2229,COST7U1B3INT3,P3PAY,"Third Interview, Unfurnished, 3 Bedrms, Cost #7",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.20%
2230,COST1U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.20%
2231,COST1U2B2INT0,00105,"Initial Interview, Furnished, 2 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.20%
2232,COST4U3B3INT4,00084,"Fourth Interview, Coop, 3 Bedrms, Cost #4",EI for Addition 4 EI for addition 4 EI for Addition 4,30.20%
2233,COST8U2B1INT4,CPAY,"Fourth Interview, Furnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,30.20%
2234,COST8U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #8",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.20%
2235,COST10U2B1INT0,CPAY,"Initial Interview, Furnished, 1 Bedrms, Cost #10",current PAY from BR nan nan,30.20%
2236,COST4U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.20%
2237,COST2U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,30.20%
2238,BLDG_TYPE4,00084,Fourth Type of Units in Building,EI for Addition 4 EI for addition 4 EI for Addition 4,30.20%
2239,COST12U3B3INT1,00219,"First Interview, Coop, 3 Bedrms, Cost #12",Net Property Plant and Equipment     219 NET PPE Net PPE,30.20%
2240,COST3U3B2INT4,00001,"Fourth Interview, Coop, 2 Bedrms, Cost #3",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.20%
2241,COST2U3B1INT1,CPAY,"First Interview, Coop, 1 Bedrms, Cost #2",current PAY from BR nan nan,30.20%
2242,COST10U4B0INT3,CPAY,"Third Interview, Condo, 0 Bedrms, Cost #10",current PAY from BR nan nan,30.20%
2243,COST10U4B0INT1,00105,"First Interview, Condo, 0 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.20%
2244,COST10U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #10",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.20%
2245,COST6U4B0INT4,CPAY,"Fourth Interview, Condo, 0 Bedrms, Cost #6",current PAY from BR nan nan,30.20%
2246,COST10U2B3INT1,00105,"First Interview, Furnished, 3 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.20%
2247,COST3U2B1INT4,00105,"Fourth Interview, Furnished, 1 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,30.20%
2248,COST5U4B2INT1,00105,"First Interview, Condo, 2 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.20%
2249,COST8U2B1INT0,CPAY,"Initial Interview, Furnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,30.20%
2250,COST8U2B0INT4,CPAY,"Fourth Interview, Furnished, 0 Bedrms, Cost #8",current PAY from BR nan nan,30.20%
2251,COST9U2B0INT0,CPAY,"Initial Interview, Furnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,30.20%
2252,COST6U1B1INT1,CPAY,"First Interview, Unfurnished, 1 Bedrms, Cost #6",current PAY from BR nan nan,30.20%
2253,PHYSLOC_ADDR_ZIP_NUM,00219,Physical Address: ZIP Code,Net Property Plant and Equipment     219 NET PPE Net PPE,30.20%
2254,RCPT_C_ST_MN,00308,"Construction Work by State,  Minnesota",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),30.20%
2255,RCPT_C_ST_MI,00207,"Construction Work by State,  Michigan",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,30.20%
2256,RCPT_C_ST_IA,00308,"Construction Work by State,  Iowa",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),30.10%
2257,COST2U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,30.10%
2258,COST12U2B0INT3,CPAY,"Third Interview, Furnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,30.10%
2259,COST6U3B3INT2,P3PAY,"Second Interview, Coop, 3 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.10%
2260,COST5U1B2INT4,P3PAY,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.10%
2261,COST9U3B2INT1,CPAY,"First Interview, Coop, 2 Bedrms, Cost #9",current PAY from BR nan nan,30.10%
2262,COST5U3B2INT3,00001,"Third Interview, Coop, 2 Bedrms, Cost #5",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.10%
2263,COST4U4B3INT4,00105,"Fourth Interview, Condo, 3 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.10%
2264,COST5U3B2INT2,CPAY,"Second Interview, Coop, 2 Bedrms, Cost #5",current PAY from BR nan nan,30.10%
2265,COST7U2B1INT0,00105,"Initial Interview, Furnished, 1 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,30.10%
2266,COST4U1B1INT3,CPAY,"Third Interview, Unfurnished, 1 Bedrms, Cost #4",current PAY from BR nan nan,30.10%
2267,COST11U2B0INT1,00105,"First Interview, Furnished, 0 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.10%
2268,COST11U3B3INT3,00105,"Third Interview, Coop, 3 Bedrms, Cost #11",Interest Expense                     105 Interest Expense Interest expense,30.10%
2269,CERT_NAME,00022,"Certification, :Name of person to contact about the survey",EI of corp Employer Identification Number Employer Identification Number,30.10%
2270,COST5U4B1INT3,00105,"Third Interview, Condo, 1 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.10%
2271,COST9U2B0INT2,CPAY,"Second Interview, Furnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,30.10%
2272,TOC_ADD_398,00219,"Percent of Construction Work for Other Types of Construction Additions, Alterations, or Reconstruction",Net Property Plant and Equipment     219 NET PPE Net PPE,30.10%
2273,COST2U3B1INT3,00001,"Third Interview, Coop, 1 Bedrms, Cost #2",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.10%
2274,INTERVIEW_DATE,00402,Interview Completion Date forwarded from SOC,statement of income ending date      402 nan staement of income ending date,30.10%
2275,COST7U4B0INT4,CPAY,"Fourth Interview, Condo, 0 Bedrms, Cost #7",current PAY from BR nan nan,30.10%
2276,COST3U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,30.10%
2277,RCPT_C_ST_WA,00308,"Construction Work by State,  Washington",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),30.10%
2278,COST8U3B3INT0,CPAY,"Initial Interview, Coop, 3 Bedrms, Cost #8",current PAY from BR nan nan,30.10%
2279,CURMCD,00109,Notes from HQ to FR,Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,30.10%
2280,COST2U3B3INT3,00001,"Third Interview, Coop, 3 Bedrms, Cost #2",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.10%
2281,RCPT_CONTRACT_FED,DOCDE,"Contract Work done by customer in Puerto Rico,  Federal government",IRS Form nan nan,30.10%
2282,COST7U4B1INT0,00105,"Initial Interview, Condo, 1 Bedrms, Cost #7",Interest Expense                     105 Interest Expense Interest expense,30.10%
2283,COST12U4B2INT4,P3PAY,"Fourth Interview, Condo, 2 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,30.00%
2284,COST10U4B3INT3,00105,"Third Interview, Condo, 3 Bedrms, Cost #10",Interest Expense                     105 Interest Expense Interest expense,30.00%
2285,COST5U4B3INT0,00105,"Initial Interview, Condo, 3 Bedrms, Cost #5",Interest Expense                     105 Interest Expense Interest expense,30.00%
2286,COST4U4B2INT4,00105,"Fourth Interview, Condo, 2 Bedrms, Cost #4",Interest Expense                     105 Interest Expense Interest expense,30.00%
2287,COST5U1B1INT3,CPAY,"Third Interview, Unfurnished, 1 Bedrms, Cost #5",current PAY from BR nan nan,30.00%
2288,COST1U1B0INT3,CPAY,"Third Interview, Unfurnished, 0 Bedrms, Cost #1",current PAY from BR nan nan,30.00%
2289,COST1U2B0INT4,00105,"Fourth Interview, Furnished, 0 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.00%
2290,COST9U1B3INT2,CPAY,"Second Interview, Unfurnished, 3 Bedrms, Cost #9",current PAY from BR nan nan,30.00%
2291,BLDG_TYPE1,00219,First Type of Units in Building,Net Property Plant and Equipment     219 NET PPE Net PPE,30.00%
2292,COST3U4B1INT1,00105,"First Interview, Condo, 1 Bedrms, Cost #3",Interest Expense                     105 Interest Expense Interest expense,30.00%
2293,COST8U1B1INT1,CPAY,"First Interview, Unfurnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,30.00%
2294,COST9U2B2INT4,00105,"Fourth Interview, Furnished, 2 Bedrms, Cost #9",Interest Expense                     105 Interest Expense Interest expense,30.00%
2295,COST1U3B2INT0,CPAY,"Initial Interview, Coop, 2 Bedrms, Cost #1",current PAY from BR nan nan,30.00%
2296,CHILD_FORM_PROCESSED,00082,Code used to switch the added child form for EC22 SU instruments,EI for Addition 2 EI for addition 2 EI for Addition 2,30.00%
2297,EMP_ELECTRO,CPAY,"Selected MetalWorking Employment,  Electroplating and other plating",current PAY from BR nan nan,30.00%
2298,COST7U1B1INT1,CPAY,"First Interview, Unfurnished, 1 Bedrms, Cost #7",current PAY from BR nan nan,30.00%
2299,COST10U2B0INT1,CPAY,"First Interview, Furnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,30.00%
2300,COST1U4B0INT4,00105,"Fourth Interview, Condo, 0 Bedrms, Cost #1",Interest Expense                     105 Interest Expense Interest expense,30.00%
2301,COST9U2B1INT1,CPAY,"First Interview, Furnished, 1 Bedrms, Cost #9",current PAY from BR nan nan,30.00%
2302,COST9U2B1INT2,CPAY,"Second Interview, Furnished, 1 Bedrms, Cost #9",current PAY from BR nan nan,30.00%
2303,COST2U4B1INT4,00105,"Fourth Interview, Condo, 1 Bedrms, Cost #2",Interest Expense                     105 Interest Expense Interest expense,30.00%
2304,COST12U2B1INT2,CPAY,"Second Interview, Furnished, 1 Bedrms, Cost #12",current PAY from BR nan nan,30.00%
2305,COST6U4B0INT2,CPAY,"Second Interview, Condo, 0 Bedrms, Cost #6",current PAY from BR nan nan,30.00%
2306,COST3U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #3",current PAY from BR nan nan,30.00%
2307,PRCH_OTHEXPS_WRTIN,00320,"All other purchased services, write-in description",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,30.00%
2308,COST4U3B2INT2,CPAY,"Second Interview, Coop, 2 Bedrms, Cost #4",current PAY from BR nan nan,30.00%
2309,COST12U4B1INT2,CPAY,"Second Interview, Condo, 1 Bedrms, Cost #12",current PAY from BR nan nan,30.00%
2310,COST2U3B2INT0,CPAY,"Initial Interview, Coop, 2 Bedrms, Cost #2",current PAY from BR nan nan,30.00%
2311,COST2U3B2INT4,00001,"Fourth Interview, Coop, 2 Bedrms, Cost #2",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,30.00%
2312,COST10U2B1INT1,CPAY,"First Interview, Furnished, 1 Bedrms, Cost #10",current PAY from BR nan nan,30.00%
2313,COST9U4B1INT0,00219,"Initial Interview, Condo, 1 Bedrms, Cost #9",Net Property Plant and Equipment     219 NET PPE Net PPE,30.00%
2314,PRCH_ADVERT,00101,Purchased advertisments,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",29.90%
2315,COST8U4B1INT4,00105,"Fourth Interview, Condo, 1 Bedrms, Cost #8",Interest Expense                     105 Interest Expense Interest expense,29.90%
2316,COST4U3B3INT0,CPAY,"Initial Interview, Coop, 3 Bedrms, Cost #4",current PAY from BR nan nan,29.90%
2317,COST8U2B1INT2,CPAY,"Second Interview, Furnished, 1 Bedrms, Cost #8",current PAY from BR nan nan,29.90%
2318,COST4U3B2INT3,00001,"Third Interview, Coop, 2 Bedrms, Cost #4",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,29.90%
2319,COST12U2B3INT4,00105,"Fourth Interview, Furnished, 3 Bedrms, Cost #12",Interest Expense                     105 Interest Expense Interest expense,29.90%
