,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
2202,COST2U1B0INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 0 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.40%
2203,COST2U2B2INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Furnished, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.40%
2204,COST4U2B2INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 2 Bedrms, Cost #4",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.40%
2205,FRREVIEW,EMP_DOM_RD_RES_FTRD_NUM,Interview information for FR.,Domestic FTE Researchers: Full-time researchers,35.40%
2206,COST9U1B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #9",Sum of costs reported in Question 2-2,35.30%
2207,COST3U1B2INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,35.30%
2208,PHYSLOC_COUNTY,EXPS_DOM_RD_RMB_INT_2LRG,Physical Location County,Funded R&D performed at second largest location,35.30%
2209,COST5U3B0INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Coop, 0 Bedrms, Cost #5",Sum of costs reported in Question 2-2,35.30%
2210,COST1U4B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Condo, 3 Bedrms, Cost #1",Sum of costs reported in Question 2-2,35.30%
2211,COST4U4B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Condo, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,35.30%
2212,COST8U2B1INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 1 Bedrms, Cost #8",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.30%
2213,COST4U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #4",Sum of costs reported in Question 2-2,35.30%
2214,COST12U2B3INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 3 Bedrms, Cost #12",Total domestic research and development performed by your company and paid for by others in Utah,35.30%
2215,COST7U2B0INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 0 Bedrms, Cost #7",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.30%
2216,ORE_COPPER_COPPER,EMP_CT_TOT_NUM,"Quantity of Copper produced,  Copper",Total employees in Connecticut,35.30%
2217,COST2U4B3INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Condo, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.30%
2218,COST2U4B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Condo, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.30%
2219,COST12U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #12",Sum of costs reported in Question 2-2,35.30%
2220,COST2U4B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Condo, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.20%
2221,COST7U2B3INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 3 Bedrms, Cost #7",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.20%
2222,REPORTING_ID_TYP_TXT,EXPS_DOM_RD_INT_RES_VAL,"""ENT"" = Enterprise reporting Unit (8) ""MU"" = Enterprise reporting unit(2)  ""KAU""= KAU (3)  "" SU"" = SU Rep Unit (2) ""SBM"" Sampled SU that became SBM after initial mail with status change.",Domestic R&D paid for and performed by your company - Total Applied research and Total Basic research (copy),35.20%
2223,COST2U2B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Furnished, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.10%
2224,COST2U4B3INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Condo, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.10%
2225,COST2U4B2INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Condo, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.10%
2226,EXPS_BENEFIT_LIFE,EXPS_DOM_RD_CORE_WAGE_VAL,"Benefits Paid, Life insurance and annuities","Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",35.10%
2227,COST7U1B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #7",Sum of costs reported in Question 2-2,35.10%
2228,COST12U2B1INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 1 Bedrms, Cost #12",Total domestic research and development performed by your company and paid for by others in Utah,35.10%
2229,COST11U2B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 2 Bedrms, Cost #11",Sum of costs reported in Question 2-2,35.10%
2230,COST2U1B1INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,35.10%
2231,RCPT_ECOMM_TOYS_VAL,EXPS_WORLD_RD_RMB_PROT_VAL,Electronic Commerce (e-commerce) - Toys,Prototypes of customer's products,35.10%
2232,COST4U2B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,35.10%
2233,COST9U2B1INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 1 Bedrms, Cost #9",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.10%
2234,COST4U1B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 1 Bedrms, Cost #4",Sum of costs reported in Question 2-2,35.10%
2235,IA_PAPER_TYPOP_SELFDSG_46,EXPS_DOM_RD_CORE_SUM_BC,IA TYPOP Code - Manufacturers' representative or agent,"Domestic R&D paid for and performed by your company, by business code (Total) (copy)",35.10%
2236,COST10U2B3INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 3 Bedrms, Cost #10",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.10%
2237,INC_SEWER,CAPEX_WW_PPE_VAL,Is Sewer included in the rent/condo fee?,"Expenditures: property, plant, and equipment",35.00%
2238,CLASS_FISHFLEET,,"Class of Customer,  Fishing fleets",Sales and operating revenues from domestic operations: Business Code,35.00%
2239,COST6U2B0INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.00%
2240,COST12U1B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #12",Sum of costs reported in Question 2-2,35.00%
2241,COST12U2B0INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 0 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.00%
2242,COST11U1B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 1 Bedrms, Cost #11",Sum of costs reported in Question 2-2,35.00%
2243,COST10U2B0INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 0 Bedrms, Cost #10",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),35.00%
2244,PROP_MAR12_DENTIST,EXPS_DOM_RD_RMB_INT_NONFED_DE,"Proprietor or Partner by Occupation, Dentists - having D.M.D., D.D.S., or D.D.Sc. degree and other dental practitioners (Include hygienists, assistants, and others performing or assisting with dental procedures.)",Domestic research and development performed by your company and paid for by nonfederal sources in Delaware,35.00%
2245,RETAIN_EARN_BGN_VAL,EXPS_DOM_RD_RMB_INT_PA_TOT,Retained earnings at beginning of quarter,Total domestic research and development performed by your company and paid for by others in Pennsylvania,35.00%
2246,BLDG_TYPE4,ASSET_BK_MA_PPE_VAL,Fourth Type of Units in Building,"Acquisitions: property, plant, and equipment",34.90%
2247,COST12U2B0INT3,EXPS_DOM_RD_CORE_TEMP_VAL,"Third Interview, Furnished, 0 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.90%
2248,COST6U2B1INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 1 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.90%
2249,COST3U2B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Furnished, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.90%
2250,COST6U1B2INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 2 Bedrms, Cost #6",Sum of costs reported in Question 2-2,34.90%
2251,COST6U1B3INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 3 Bedrms, Cost #6",Sum of costs reported in Question 2-2,34.90%
2252,COST8U2B2INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 2 Bedrms, Cost #8",Total domestic research and development performed by your company and paid for by others in Utah,34.90%
2253,COST6U1B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 1 Bedrms, Cost #6",Sum of costs reported in Question 2-2,34.90%
2254,COST2U4B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Condo, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.90%
2255,COST6U2B1INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 1 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.90%
2256,COST4U1B3INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 3 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.90%
2257,PROD_QTYPRD_RDOTH_NONE,,"None for the question: If MINE_HERE = 1, report the quantity of rough dimension other stone (including slate, marble, trap rock, sandstone, quartz, and miscellaneous types of stone) mined at this mine or pit","R&D that was paid for by other companies: Add Questions 3-8, lines a, b and c (calc)",34.90%
2258,COST5U1B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 2 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.80%
2259,COST10U1B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 2 Bedrms, Cost #10",Sum of costs reported in Question 2-2,34.80%
2260,COST4U1B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 3 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.80%
2261,COST4U2B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 3 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.80%
2262,DIST_NDIST_LRN_TOT_PCT,ASSET_RV_TOT_VAL,"Modes of Instruction, Total",Impairment: total,34.80%
2263,COST3U1B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 1 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.80%
2264,COST11U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.80%
2265,COST12U2B0INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.80%
2266,BLDG_TYPE1,ASSET_NET_WW_PPE_VAL,First Type of Units in Building,"Assets: property, plant, and equipment",34.80%
2267,COST3U2B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 3 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.80%
2268,EXPS_BENEFIT_ACCDNT_REINS,,"Benefits Paid, Accident reinsurance","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Stock-based compensation",34.80%
2269,COST11U2B1INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 1 Bedrms, Cost #11",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.80%
2270,COST11U2B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 3 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.80%
2271,COST3U1B2INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.70%
2272,OPSTAT_STAT,DISCON_OPS_STAT,Operational Status Selection,Discontinued operations,34.70%
2273,COST10U2B2INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 2 Bedrms, Cost #10",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.70%
2274,EXPS_USC_VAL,CAPEX_WW_TOT_VAL,Universal Service Contributions (USC) and Other Similar Charges,Expenditures: total,34.70%
2275,COST12U2B1INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 1 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.70%
2276,COMBINED_ID,EXPS_DOM_RD_RMB_INT_SF_TOT,SURVUNIT_ID of record that reported the combined data.,"Domestic R&D performed by your company that was paid for by others, by Source of Funds: Total (copy)",34.70%
2277,OWN_ADD,ASSET_NET_WW_PPE_VAL,Owner address,"Assets: property, plant, and equipment",34.70%
2278,COST6U2B0INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 0 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.70%
2279,COST3U4B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Condo, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.70%
2280,COST6U2B0INT3,EXPS_DOM_RD_CORE_TEMP_VAL,"Third Interview, Furnished, 0 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.70%
2281,COST5U1B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.60%
2282,COST7U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #7",Sum of costs reported in Question 2-2,34.60%
2283,COST5U1B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 3 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.60%
2284,VER_NUM_UNITS,EMP_GBR_TOT_NUM,Verify Number of Units in building,Total employees in United Kingdom,34.60%
2285,COST10U1B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #10",Sum of costs reported in Question 2-2,34.60%
2286,COST1U4B3INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Condo, 3 Bedrms, Cost #1",Sum of costs reported in Question 2-2,34.60%
2287,ORE_SILVER_SILVER,ASSET_NET_WW_TOT_VAL,"Quantity of Silver produced,  Silver",Assets: total,34.60%
2288,COST2U2B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Furnished, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.60%
2289,COST10U1B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 3 Bedrms, Cost #10",Sum of costs reported in Question 2-2,34.60%
2290,COST11U2B0INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 0 Bedrms, Cost #11",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.60%
2291,INCOM_U_OTHER_FEES_PCT,EXPS_DOM_RD_CORE_SRV_VAL,"Other credit financing, Fees",Type of R&D Costs:  Other purchased services (Domestic),34.60%
2292,COST2U2B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Furnished, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.60%
2293,ELEC_GEN_KWH,EXPS_DOM_RD_INT_ENRG_PCT,Quantity of generated electricity,Domestic R&D paid for and performed by your company (percentage) - Energy applications,34.60%
2294,COST7U2B2INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 2 Bedrms, Cost #7",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.60%
2295,COST12U1B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 1 Bedrms, Cost #12",Sum of costs reported in Question 2-2,34.60%
2296,COST10U1B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",Sum of costs reported in Question 2-2,34.60%
2297,ELEC_GEN_KWH_NUM,EXPS_DOM_RD_INT_ENRG_PCT,Quantity of Generated Electricity,Domestic R&D paid for and performed by your company (percentage) - Energy applications,34.60%
2298,MAJOR_ACT_CODE_STAT,ASSET_BK_MA_TOT_VAL,for added estabs,Acquisitions: total,34.60%
2299,PHYSLOC_ADDR_NAME1_TXT,2ND_LRG_DOM_VAL,Physical location name 1,R&D performed at second largest domestic location,34.60%
2300,COST11U4B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Condo, 2 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.60%
2301,COST4U2B1INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 1 Bedrms, Cost #4",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.60%
2302,PROD_CLASS_DESC_WRTIN,EXPS_DOM_RD_RMB_INT_FEDGOV_OTH,Description that corresponds to the 'other' product reported by the respondent,"Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Other amount",34.60%
2303,COST6U2B1INT3,EXPS_DOM_RD_CORE_TEMP_VAL,"Third Interview, Furnished, 1 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.60%
2304,AIES_TAX_STATUS,EXPS_DOM_RD_RMB_INT_FEDGOV_OTH,"Whether estab is Exempt (1), No Exempt (2), or Add (3)","Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Other amount",34.50%
2305,COST6U1B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #6",Sum of costs reported in Question 2-2,34.50%
2306,PROD_QTYPRD_CBOTH_NONE,EXPS_DOM_RD_RMB_INT_WY_TOT,"None for the question: If MINE_HERE = 1, report the quantity of crushed or broken other stone (including slate, marble, trap rock, sandstone, quartz, and miscellaneous types of stone) mined at this mine or pit",Total domestic research and development performed by your company and paid for by others in Wyoming,34.50%
2307,COST5U1B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.50%
2308,ADDR_CITY,EXPS_DOM_RD_EXT_US_VAL,Mailing Address City,Companies located inside the US,34.50%
2309,COST6U2B3INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 3 Bedrms, Cost #6",Total domestic research and development performed by your company and paid for by others in Utah,34.50%
2310,COST6U2B3INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 3 Bedrms, Cost #6",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.50%
2311,COST12U2B1INT3,EXPS_DOM_RD_CORE_TEMP_VAL,"Third Interview, Furnished, 1 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.50%
2312,COST3U1B1INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 1 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.50%
2313,DIRECT_PREM_HOMEPC_INS,EXPS_DOM_RD_INT_ENV_PCT,"Direct Premiums Earned,  Homeowners multiple peril insurance",Domestic R&D paid for and performed by your company (percentage) - Environmental protection applications,34.50%
2314,COST10U1B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #10",Sum of costs reported in Question 2-2,34.50%
2315,COST3U1B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 3 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.50%
2316,COST8U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #8",Sum of costs reported in Question 2-2,34.50%
2317,RCPT_MOTR_HAZRD_PCT,RCPT_DOM_SUM_BUSINESSCODE_ELIM,Analysis of Motor Carrier Operations: Hazmat revenue,Sales and operating revenues from domestic operations less eliminations,34.50%
2318,COST11U2B1INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 1 Bedrms, Cost #11",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.50%
2319,COST4U2B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Furnished, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.50%
2320,TRAILER_WD_NUM,ASSET_NET_WW_PPE_VAL,"Inventories:_x000D_
Trailers with drivers","Assets: property, plant, and equipment",34.50%
2321,COST12U2B2INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 2 Bedrms, Cost #12",Total domestic research and development performed by your company and paid for by others in Utah,34.50%
2322,COST8U2B3INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 3 Bedrms, Cost #8",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.40%
2323,COST5U1B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.40%
2324,EXPS_PROFLIAB_VAL,EXPS_PA_RD_INT_VAL,Professional Liability Insurance,Research and development paid for and performed by your company in Pennsylvania,34.40%
2325,COST5U2B1INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 1 Bedrms, Cost #5",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.40%
2326,COST8U2B0INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 0 Bedrms, Cost #8",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.40%
2327,COST2U4B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Condo, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.40%
2328,COST11U2B0INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #11",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.40%
2329,COST4U4B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Condo, 1 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.40%
2330,COST4U1B2INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,34.40%
2331,PHYSLOC_ADDR_COMBINED,EMP_DOM_TOT_NUM,Combined address for STEP 3 Spreadsheet,"Total Employees, R&D employees and all others - Total domestic (copy)",34.40%
2332,COST9U2B3INT1,EXPS_DOM_RD_CORE_TEMP_VAL,"First Interview, Furnished, 3 Bedrms, Cost #9",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.40%
2333,COST8U1B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 1 Bedrms, Cost #8",Sum of costs reported in Question 2-2,34.40%
2334,COST2U4B2INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Condo, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.40%
2335,COST11U1B3INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 3 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.40%
2336,COST3U1B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Unfurnished, 0 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.40%
2337,COST9U1B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 3 Bedrms, Cost #9",Sum of costs reported in Question 2-2,34.40%
2338,COST11U1B2INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 2 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.30%
2339,COST11U2B3INT4,EXPS_DOM_RD_CORE_TEMP_VAL,"Fourth Interview, Furnished, 3 Bedrms, Cost #11",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.30%
2340,COST9U2B1INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 1 Bedrms, Cost #9",Total domestic research and development performed by your company and paid for by others in Utah,34.30%
2341,COST4U2B3INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 3 Bedrms, Cost #4",Total domestic research and development performed by your company and paid for by others in Utah,34.30%
2342,COST2U2B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #2",Sum of costs reported in Question 2-2,34.30%
2343,COST4U2B1INT4,EXPS_DOM_RD_RMB_INT_UT_TOT,"Fourth Interview, Furnished, 1 Bedrms, Cost #4",Total domestic research and development performed by your company and paid for by others in Utah,34.30%
2344,COST9U2B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 2 Bedrms, Cost #9",Sum of costs reported in Question 2-2,34.30%
2345,COST4U2B1INT3,EXPS_DOM_RD_CORE_TEMP_VAL,"Third Interview, Furnished, 1 Bedrms, Cost #4",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.30%
2346,COST1U2B0INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #1",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.30%
2347,COST12U2B3INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 3 Bedrms, Cost #12",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.30%
2348,LIAB_SHORT_COM_PAPER_VAL,CAPEX_DOM_IIA_VAL,Short-term debt - Commercial paper,Domestic capital expenditures: identifiable intangible assets,34.30%
2349,COST3U1B3INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Unfurnished, 3 Bedrms, Cost #3",Sum of costs reported in Question 2-2,34.30%
2350,COST5U1B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Unfurnished, 0 Bedrms, Cost #5",Sum of costs reported in Question 2-2,34.30%
2351,COST11U2B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Furnished, 2 Bedrms, Cost #11",Sum of costs reported in Question 2-2,34.30%
2352,NUMUNITSU1,ASSET_NET_WW_TOT_VAL,Total Number of UnFurnished units,Assets: total,34.30%
2353,COST8U1B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Unfurnished, 3 Bedrms, Cost #8",Sum of costs reported in Question 2-2,34.30%
2354,COST5U2B0INT2,EXPS_DOM_RD_CORE_TEMP_VAL,"Second Interview, Furnished, 0 Bedrms, Cost #5",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),34.20%
2355,COST12U1B3INT0,EXPS_KY_RD_INT_VAL,"Initial Interview, Unfurnished, 3 Bedrms, Cost #12",Research and development paid for and performed by your company in Kentucky,34.20%
2356,COST8U2B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Furnished, 2 Bedrms, Cost #8",Sum of costs reported in Question 2-2,34.20%
