,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Actual MDR's Variable
2138,COST4U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #4",Average number of hours of training that employees at this business received,31.60%,EMP_TRAIN_HRS_AVG
2139,TOTU1INT1,B_RDFUND_TOT,"Total UnFurn Units, First Intv",Total R&D funds,31.60%,FUNDS_RD_TOT_DVAL
2140,COST12U3B2INT4,RESP_EMAIL  ,"Fourth Interview, Coop, 2 Bedrms, Cost #12",Contact Information: Email,31.60%,CERT_EMAIL_TXT
2141,PORTAL_LOGIN,B_FREQCSM,Date of respondent portal login,How frequently customer satisfaction is monitored by this business,31.60%,CUST_SATISFACT_FREQ_CODE
2142,INC_GAS,O1_VET ,Is Gas included in the rent/condo fee?,Yes/No if the first owner has served in the military,31.60%,OWNER_MILITARY SERV_STAT
2143,COST2U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #2",Amount of total expenses,31.60%,EXPS_TOT_VAL
2144,COST8U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #8",Amount of total expenses,31.60%,EXPS_TOT_VAL
2145,COST2U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #2",Amount of total expenses,31.60%,EXPS_TOT_VAL
2146,COST4U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #4",Amount of total expenses,31.60%,EXPS_TOT_VAL
2147,COST8U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #8",Average number of hours of training that employees at this business received,31.60%,EMP_TRAIN_HRS_AVG
2148,CLNC_USE_MOBLE,B_NEWCUSTSTART_REASON,"Retail Health Clinics - Services Utilized,  Mobile coaching apps - Health care providers use mobile coaching apps to help remotely track their patients’ compliance and progress with treatment.",Why this new/customized product or service was developed,31.60%,NEW_CUST_PROD_START_REASON_STAT
2149,COST11U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,31.60%,CREDIT_AMT_RECEIVED_STAT
2150,COST8U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #8",Amount of total expenses,31.50%,EXPS_TOT_VAL
2151,COST11U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #11",Amount of total expenses,31.50%,EXPS_TOT_VAL
2152,COST10U3B1INT4,RESP_EMAIL  ,"Fourth Interview, Coop, 1 Bedrms, Cost #10",Contact Information: Email,31.50%,CERT_EMAIL_TXT
2153,COST9U2B3INT3,EXPNS,"Third Interview, Furnished, 3 Bedrms, Cost #9",Amount of total expenses,31.50%,EXPS_TOT_VAL
2154,COST10U2B1INT0,EXPNS,"Initial Interview, Furnished, 1 Bedrms, Cost #10",Amount of total expenses,31.50%,EXPS_TOT_VAL
2155,COST9U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #9",Amount of total expenses,31.50%,EXPS_TOT_VAL
2156,COST5U2B1INT4,EXPNS,"Fourth Interview, Furnished, 1 Bedrms, Cost #5",Amount of total expenses,31.50%,EXPS_TOT_VAL
2157,COST12U3B3INT4,RESP_EMAIL  ,"Fourth Interview, Coop, 3 Bedrms, Cost #12",Contact Information: Email,31.50%,CERT_EMAIL_TXT
2158,COST5U2B2INT4,EXPNS,"Fourth Interview, Furnished, 2 Bedrms, Cost #5",Amount of total expenses,31.50%,EXPS_TOT_VAL
2159,COST6U2B2INT4,EXPNS,"Fourth Interview, Furnished, 2 Bedrms, Cost #6",Amount of total expenses,31.50%,EXPS_TOT_VAL
2160,TEST_TYPOP_CODE_STAT,B_IMPROCESS_ADMIN ,Type of Operation,Whether the business introduced new or improved methods for administration and management activities,31.40%,IMPROCESS_ADMIN_STAT
2161,COST7U2B3INT2,EXPNS,"Second Interview, Furnished, 3 Bedrms, Cost #7",Amount of total expenses,31.40%,EXPS_TOT_VAL
2162,COST12U3B3INT3,RESP_EMAIL  ,"Third Interview, Coop, 3 Bedrms, Cost #12",Contact Information: Email,31.40%,CERT_EMAIL_TXT
2163,COST12U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #12",Amount of total expenses,31.40%,EXPS_TOT_VAL
2164,COST3U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,31.40%,CREDIT_AMT_RECEIVED_STAT
2165,REPORTING_ID_TYP_TXT,AFFILWI ,"""ENT"" = Enterprise reporting Unit (8) ""MU"" = Enterprise reporting unit(2)  ""KAU""= KAU (3)  "" SU"" = SU Rep Unit (2) ""SBM"" Sampled SU that became SBM after initial mail with status change.",Details on affiliated organization ,31.40%,AFFIL_ORG_TXT
2166,COST11U3B1INT2,RESP_EMAIL  ,"Second Interview, Coop, 1 Bedrms, Cost #11",Contact Information: Email,31.40%,CERT_EMAIL_TXT
2167,COST12U2B1INT4,EXPNS,"Fourth Interview, Furnished, 1 Bedrms, Cost #12",Amount of total expenses,31.40%,EXPS_TOT_VAL
2168,COST12U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #12",Amount of total expenses,31.40%,EXPS_TOT_VAL
2169,COST12U3B0INT0,WZTEMP,"Initial Interview, Coop, 0 Bedrms, Cost #12",Amount of internal research funds allocated to contract employees ,31.40%,EXPS_RSRCH_CONTRACT_VAL
2170,COST5U2B3INT2,EXPNS,"Second Interview, Furnished, 3 Bedrms, Cost #5",Amount of total expenses,31.40%,EXPS_TOT_VAL
2171,COST6U2B3INT2,EXPNS,"Second Interview, Furnished, 3 Bedrms, Cost #6",Amount of total expenses,31.40%,EXPS_TOT_VAL
2172,COST5U2B2INT1,EXPNS,"First Interview, Furnished, 2 Bedrms, Cost #5",Amount of total expenses,31.40%,EXPS_TOT_VAL
2173,COST7U2B0INT4,EXPNS,"Fourth Interview, Furnished, 0 Bedrms, Cost #7",Amount of total expenses,31.40%,EXPS_TOT_VAL
2174,COST2U3B1INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 1 Bedrms, Cost #2",Average number of hours of training that employees at this business received,31.40%,EMP_TRAIN_HRS_AVG
2175,COST8U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #8",Amount of total expenses,31.40%,EXPS_TOT_VAL
2176,COST8U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #8",Average number of hours of training that employees at this business received,31.40%,EMP_TRAIN_HRS_AVG
2177,COST12U1B1INT3,"
RESP_TITLE   ","Third Interview, Unfurnished, 1 Bedrms, Cost #12",Contact Information: Title,31.40%,CERT_TITLE_TXT
2178,RCPT_ECOMM_AUDVID_VAL,B_COOP,Electronic Commerce (e-commerce) - Audio & video recordings,"Suppliers of equipment, materials, components, or software outside your business group ",31.40%,COOP_PARTNER_LOC_CHKBOX
2179,COST2U3B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 1 Bedrms, Cost #2",Average number of hours of training that employees at this business received,31.40%,EMP_TRAIN_HRS_AVG
2180,COST9U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #9",Average number of hours of training that employees at this business received,31.40%,EMP_TRAIN_HRS_AVG
2181,COST10U3B1INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 1 Bedrms, Cost #10",Average number of hours of training that employees at this business received,31.40%,EMP_TRAIN_HRS_AVG
2182,COST11U3B2INT4,B_CRDAMT,"Fourth Interview, Coop, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,31.30%,CREDIT_AMT_RECEIVED_STAT
2183,COST2U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #2",Total amount of credit that was requested and received ,31.30%,CREDIT_AMT_RECEIVED_STAT
2184,COST10U2B1INT4,EXPNS,"Fourth Interview, Furnished, 1 Bedrms, Cost #10",Amount of total expenses,31.30%,EXPS_TOT_VAL
2185,COST3U3B1INT0,B_CRDAMT,"Initial Interview, Coop, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,31.30%,CREDIT_AMT_RECEIVED_STAT
2186,COST8U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #8",Average number of hours of training that employees at this business received,31.30%,EMP_TRAIN_HRS_AVG
2187,COST12U2B1INT1,EXPNS,"First Interview, Furnished, 1 Bedrms, Cost #12",Amount of total expenses,31.30%,EXPS_TOT_VAL
2188,COST8U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #8",Amount of total expenses,31.30%,EXPS_TOT_VAL
2189,COST6U2B1INT4,EXPNS,"Fourth Interview, Furnished, 1 Bedrms, Cost #6",Amount of total expenses,31.30%,EXPS_TOT_VAL
2190,COST1U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #1",Amount of total expenses,31.30%,EXPS_TOT_VAL
2191,TYPOP_DESC_TXT,B_IMPROCESS_LOG ,Description of type of operation for location,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",31.30%,IMPROCESS_LOG_STAT 
2192,COST8U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #8",Total amount of credit that was requested and received ,31.30%,CREDIT_AMT_RECEIVED_STAT
2193,COST4U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #4",Amount of total expenses,31.20%,EXPS_TOT_VAL
2194,TOTU1INT4,B_RDFUND_TOT,"Total UNFurn Units, Fourth Intv",Total R&D funds,31.20%,FUNDS_RD_TOT_DVAL
2195,COST7U2B1INT4,EXPNS,"Fourth Interview, Furnished, 1 Bedrms, Cost #7",Amount of total expenses,31.20%,EXPS_TOT_VAL
2196,COST6U2B1INT1,EXPNS,"First Interview, Furnished, 1 Bedrms, Cost #6",Amount of total expenses,31.20%,EXPS_TOT_VAL
2197,COST6U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #6",Amount of total expenses,31.20%,EXPS_TOT_VAL
2198,COST7U2B2INT4,EXPNS,"Fourth Interview, Furnished, 2 Bedrms, Cost #7",Amount of total expenses,31.20%,EXPS_TOT_VAL
2199,COST10U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #10",Amount of total expenses,31.20%,EXPS_TOT_VAL
2200,RCPT_MOTR_ELECT_PCT,B_IMPROCESS_LOG ,Analysis of Motor Carrier Operations: Electronic and precision instruments and motorized vehicles,"Whether the business introduced new or improved methods for logistics, delivery or distribution methods",31.20%,IMPROCESS_LOG_STAT 
2201,COST9U3B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 0 Bedrms, Cost #9",Average number of hours of training that employees at this business received,31.20%,EMP_TRAIN_HRS_AVG
2202,EXPS_BENPAY_LIFE_VAL,O1_OWNER_DISABLE,Benefits Paid (losses): Life,Disability status of the first owner,31.20%,OWNER_DISABILITY_CODE
2203,LIAB_CUR_OTH_LLOAN_EX_BND,TCPEX,"Current portion of long-term debt - Other long-term loans, excluding bonds and debentures",Total capital expenditures,31.20%,CAPEX_TOT_VAL
2204,COST11U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #11",Amount of total expenses,31.20%,EXPS_TOT_VAL
2205,COST10U3B0INT4,B_CRDAMT,"Fourth Interview, Coop, 0 Bedrms, Cost #10",Total amount of credit that was requested and received ,31.20%,CREDIT_AMT_RECEIVED_STAT
2206,COST11U3B3INT4,B_CRDAMT,"Fourth Interview, Coop, 3 Bedrms, Cost #11",Total amount of credit that was requested and received ,31.20%,CREDIT_AMT_RECEIVED_STAT
2207,COST3U3B1INT4,B_CRDAMT,"Fourth Interview, Coop, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,31.10%,CREDIT_AMT_RECEIVED_STAT
2208,COST12U3B0INT2,B_CRDAMT,"Second Interview, Coop, 0 Bedrms, Cost #12",Total amount of credit that was requested and received ,31.10%,CREDIT_AMT_RECEIVED_STAT
2209,COST9U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #9",Total amount of credit that was requested and received ,31.10%,CREDIT_AMT_RECEIVED_STAT
2210,COST7U2B1INT1,EXPNS,"First Interview, Furnished, 1 Bedrms, Cost #7",Amount of total expenses,31.10%,EXPS_TOT_VAL
2211,COST12U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #12",Amount of total expenses,31.10%,EXPS_TOT_VAL
2212,COST12U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #12",Total amount of credit that was requested and received ,31.10%,CREDIT_AMT_RECEIVED_STAT
2213,COST12U2B1INT2,EXPNS,"Second Interview, Furnished, 1 Bedrms, Cost #12",Amount of total expenses,31.10%,EXPS_TOT_VAL
2214,COST8U3B0INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 0 Bedrms, Cost #8",Average number of hours of training that employees at this business received,31.10%,EMP_TRAIN_HRS_AVG
2215,COST10U2B3INT3,EXPNS,"Third Interview, Furnished, 3 Bedrms, Cost #10",Amount of total expenses,31.10%,EXPS_TOT_VAL
2216,PHYSLOC_MUNI_STAT,B_COOP,Legal Boundary: Municipality type,"Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",31.10%,COOP_PARTNER_LOC_CHKBOX
2217,COST5U3B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 1 Bedrms, Cost #5",Average number of hours of training that employees at this business received,31.10%,EMP_TRAIN_HRS_AVG
2218,COST8U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #8",Amount of total expenses,31.10%,EXPS_TOT_VAL
2219,COST5U2B1INT1,EXPNS,"First Interview, Furnished, 1 Bedrms, Cost #5",Amount of total expenses,31.10%,EXPS_TOT_VAL
2220,COST12U4B2INT4,"
RESP_TITLE   ","Fourth Interview, Condo, 2 Bedrms, Cost #12",Contact Information: Title,31.10%,CERT_TITLE_TXT
2221,COST9U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #9",Amount of total expenses,31.10%,EXPS_TOT_VAL
2222,COST12U1B2INT4,"
RESP_TITLE   ","Fourth Interview, Unfurnished, 2 Bedrms, Cost #12",Contact Information: Title,31.10%,CERT_TITLE_TXT
2223,COST3U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #3",Amount of total expenses,31.10%,EXPS_TOT_VAL
2224,COST8U3B1INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 1 Bedrms, Cost #8",Average number of hours of training that employees at this business received,31.10%,EMP_TRAIN_HRS_AVG
2225,COST1U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #1",Amount of total expenses,31.10%,EXPS_TOT_VAL
2226,COST12U1B1INT2,"
RESP_TITLE   ","Second Interview, Unfurnished, 1 Bedrms, Cost #12",Contact Information: Title,31.00%,CERT_TITLE_TXT
2227,COST9U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #9",Amount of total expenses,31.00%,EXPS_TOT_VAL
2228,COST7U3B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 1 Bedrms, Cost #7",Average number of hours of training that employees at this business received,31.00%,EMP_TRAIN_HRS_AVG
2229,COST10U3B3INT3,B_CRDAMT,"Third Interview, Coop, 3 Bedrms, Cost #10",Total amount of credit that was requested and received ,31.00%,CREDIT_AMT_RECEIVED_STAT
2230,COST2U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #2",Amount of total expenses,31.00%,EXPS_TOT_VAL
2231,COST1U3B3INT0,EXPNS,"Initial Interview, Coop, 3 Bedrms, Cost #1",Amount of total expenses,31.00%,EXPS_TOT_VAL
2232,COST1U3B1INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 1 Bedrms, Cost #1",Average number of hours of training that employees at this business received,31.00%,EMP_TRAIN_HRS_AVG
2233,COST4U3B1INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 1 Bedrms, Cost #4",Average number of hours of training that employees at this business received,31.00%,EMP_TRAIN_HRS_AVG
2234,COST12U3B2INT0,B_CRDAMT,"Initial Interview, Coop, 2 Bedrms, Cost #12",Total amount of credit that was requested and received ,31.00%,CREDIT_AMT_RECEIVED_STAT
2235,INC_PARK,O1_VET_DISABLED,Is Off-street Parking included in the rent/condo fee?,Yes/No if the first owner is disabled as a result of military service,31.00%,OWNER_VET_DISABLED_STAT
2236,COST9U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #9",Amount of total expenses,31.00%,EXPS_TOT_VAL
2237,COST2U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #2",Amount of total expenses,31.00%,EXPS_TOT_VAL
2238,COST2U3B3INT0,EXPNS,"Initial Interview, Coop, 3 Bedrms, Cost #2",Amount of total expenses,30.90%,EXPS_TOT_VAL
2239,COST8U3B1INT1,B_EMPTRAIN_HRS,"First Interview, Coop, 1 Bedrms, Cost #8",Average number of hours of training that employees at this business received,30.90%,EMP_TRAIN_HRS_AVG
2240,COST10U3B2INT3,B_CRDAMT,"Third Interview, Coop, 2 Bedrms, Cost #10",Total amount of credit that was requested and received ,30.90%,CREDIT_AMT_RECEIVED_STAT
2241,COST10U2B2INT2,EXPNS,"Second Interview, Furnished, 2 Bedrms, Cost #10",Amount of total expenses,30.90%,EXPS_TOT_VAL
2242,ROBOT_INDST_INOP_NUM,AIQUALC,Robotics: In operation,What extent did this company use artificial intelligence (including machine learning algorithms in software applications) to support equipment maintenance                                                       ,30.90%,AI_QUAL_CTRL_CODE
2243,COST6U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #6",Average number of hours of training that employees at this business received,30.90%,EMP_TRAIN_HRS_AVG
2244,EXPS_BENEFIT_LIFE_REINS,PERFBONUSM,"Benefits Paid, Life reinsurance",What were managers’ performance bonuses usually based on at this company,30.90%,EMP_MNG_BONUS_CODE
2245,COST4U3B1INT2,B_EMPTRAIN_HRS,"Second Interview, Coop, 1 Bedrms, Cost #4",Average number of hours of training that employees at this business received,30.90%,EMP_TRAIN_HRS_AVG
2246,COST4U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #4",Average number of hours of training that employees at this business received,30.90%,EMP_TRAIN_HRS_AVG
2247,COST12U4B1INT2,"
RESP_TITLE   ","Second Interview, Condo, 1 Bedrms, Cost #12",Contact Information: Title,30.90%,CERT_TITLE_TXT
2248,COST6U3B0INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 0 Bedrms, Cost #6",Average number of hours of training that employees at this business received,30.80%,EMP_TRAIN_HRS_AVG
2249,COST9U3B3INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 3 Bedrms, Cost #9",Average number of hours of training that employees at this business received,30.80%,EMP_TRAIN_HRS_AVG
2250,COST7U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #7",Amount of total expenses,30.80%,EXPS_TOT_VAL
2251,COST5U2B0INT1,EXPNS,"First Interview, Furnished, 0 Bedrms, Cost #5",Amount of total expenses,30.80%,EXPS_TOT_VAL
2252,COST6U2B1INT2,EXPNS,"Second Interview, Furnished, 1 Bedrms, Cost #6",Amount of total expenses,30.80%,EXPS_TOT_VAL
2253,COST10U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #10",Amount of total expenses,30.80%,EXPS_TOT_VAL
2254,COST1U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #1",Amount of total expenses,30.80%,EXPS_TOT_VAL
2255,COST1U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #1",Amount of total expenses,30.80%,EXPS_TOT_VAL
2256,COST10U2B1INT1,EXPNS,"First Interview, Furnished, 1 Bedrms, Cost #10",Amount of total expenses,30.80%,EXPS_TOT_VAL
2257,COST3U4B3INT4,O4_PCT_OWNED ,"Fourth Interview, Condo, 3 Bedrms, Cost #3",Percent owned by fourth owner,30.80%,OWNER4_PCT
2258,COST4U4B1INT4,O4_PCT_OWNED ,"Fourth Interview, Condo, 1 Bedrms, Cost #4",Percent owned by fourth owner,30.80%,OWNER4_PCT
2259,PROJECT,O2_NAME_TITLE,Project name on Permit,Name of second owner,30.80%,OWNER2_NAME
2260,COST12U2B1INT3,EXPNS,"Third Interview, Furnished, 1 Bedrms, Cost #12",Amount of total expenses,30.70%,EXPS_TOT_VAL
2261,COST11U1B3INT0,B_CRDAMT,"Initial Interview, Unfurnished, 3 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.70%,CREDIT_AMT_RECEIVED_STAT
2262,QTR_REPORTING_ID,B_FREQKPI,Quarterly ID,How frequently key performance indicators are monitored by this business,30.70%,KPI_MONITOR_FREQ_CODE
2263,COST11U3B1INT1,RESP_EMAIL  ,"First Interview, Coop, 1 Bedrms, Cost #11",Contact Information: Email,30.70%,CERT_EMAIL_TXT
2264,COST6U2B2INT2,EXPNS,"Second Interview, Furnished, 2 Bedrms, Cost #6",Amount of total expenses,30.70%,EXPS_TOT_VAL
2265,COST5U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #5",Average number of hours of training that employees at this business received,30.70%,EMP_TRAIN_HRS_AVG
2266,COST1U3B1INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 1 Bedrms, Cost #1",Average number of hours of training that employees at this business received,30.70%,EMP_TRAIN_HRS_AVG
2267,COST7U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #7",Total amount of credit that was requested and received ,30.70%,CREDIT_AMT_RECEIVED_STAT
2268,INC_H2O,EXPNS,Is Water included in the rent/condo fee?,Amount of total expenses,30.70%,EXPS_TOT_VAL
2269,COST3U3B1INT2,B_CRDAMT,"Second Interview, Coop, 1 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.70%,CREDIT_AMT_RECEIVED_STAT
2270,COST11U3B0INT2,B_CRDAMT,"Second Interview, Coop, 0 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.70%,CREDIT_AMT_RECEIVED_STAT
2271,COST7U2B1INT2,EXPNS,"Second Interview, Furnished, 1 Bedrms, Cost #7",Amount of total expenses,30.70%,EXPS_TOT_VAL
2272,COST7U3B3INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 3 Bedrms, Cost #7",Average number of hours of training that employees at this business received,30.70%,EMP_TRAIN_HRS_AVG
2273,PHYSLOC_ADDR_ZIP_NUM,RESP_PHONE_EXT ,Physical Address: ZIP Code,Contact Information: Extension,30.70%,CERT_EXTENSION_NUM
2274,COST3U3B3INT0,EXPNS,"Initial Interview, Coop, 3 Bedrms, Cost #3",Amount of total expenses,30.70%,EXPS_TOT_VAL
2275,COST7U2B2INT2,EXPNS,"Second Interview, Furnished, 2 Bedrms, Cost #7",Amount of total expenses,30.60%,EXPS_TOT_VAL
2276,COST9U3B2INT4,B_EMPTRAIN_HRS,"Fourth Interview, Coop, 2 Bedrms, Cost #9",Average number of hours of training that employees at this business received,30.60%,EMP_TRAIN_HRS_AVG
2277,COST9U3B2INT0,B_EMPTRAIN_HRS,"Initial Interview, Coop, 2 Bedrms, Cost #9",Average number of hours of training that employees at this business received,30.60%,EMP_TRAIN_HRS_AVG
2278,COST3U3B0INT4,B_CRDAMT,"Fourth Interview, Coop, 0 Bedrms, Cost #3",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2279,COST1U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #1",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2280,COST11U1B2INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 2 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2281,COST6U3B1INT3,B_CRDAMT,"Third Interview, Coop, 1 Bedrms, Cost #6",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2282,DIST_LRN_ONL_LIV_PCT,B_COOP,"Modes of Instruction, Online learning with live instructor",Universities or other higher education institutions ,30.60%,COOP_PARTNER_LOC_CHKBOX
2283,COST11U1B3INT4,B_CRDAMT,"Fourth Interview, Unfurnished, 3 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2284,COST5U2B3INT3,EXPNS,"Third Interview, Furnished, 3 Bedrms, Cost #5",Amount of total expenses,30.60%,EXPS_TOT_VAL
2285,COST9U2B0INT3,EXPNS,"Third Interview, Furnished, 0 Bedrms, Cost #9",Amount of total expenses,30.60%,EXPS_TOT_VAL
2286,LIAB_CUR_OTH_LLOAN_IN_BND,B_CAPEXP_TOTAL,"Current portion of long-term debt - Other long-term loans, including bonds and debentures",Amount of capital expenditures,30.60%,CAPEX_TOT_VAL
2287,COST10U2B2INT3,EXPNS,"Third Interview, Furnished, 2 Bedrms, Cost #10",Amount of total expenses,30.60%,EXPS_TOT_VAL
2288,COST5U2B1INT2,EXPNS,"Second Interview, Furnished, 1 Bedrms, Cost #5",Amount of total expenses,30.60%,EXPS_TOT_VAL
2289,COST2U3B0INT3,B_CRDAMT,"Third Interview, Coop, 0 Bedrms, Cost #2",Total amount of credit that was requested and received ,30.60%,CREDIT_AMT_RECEIVED_STAT
2290,CLNC_USE_ELEC_RECORD,B_COOP,"Retail Health Clinics - Services Utilized,  Electronic health records - An electronic health record is an electronic version of a patient’s medical history and may include their date of birth/sex, medical history, medications, immunizations, etc.","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",30.60%,COOP_PARTNER_LOC_CHKBOX
2291,TOTU1INT3,B_RDFUND_TOT,"Total UnFurn Units, Third Intv",Total R&D funds,30.60%,FUNDS_RD_TOT_DVAL
2292,COST10U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #10",Amount of total expenses,30.60%,EXPS_TOT_VAL
2293,COST8U3B3INT1,EXPNS,"First Interview, Coop, 3 Bedrms, Cost #8",Amount of total expenses,30.60%,EXPS_TOT_VAL
2294,COST10U3B1INT2,RESP_EMAIL  ,"Second Interview, Coop, 1 Bedrms, Cost #10",Contact Information: Email,30.50%,CERT_EMAIL_TXT
2295,COST6U2B0INT2,EXPNS,"Second Interview, Furnished, 0 Bedrms, Cost #6",Amount of total expenses,30.50%,EXPS_TOT_VAL
2296,REMAINING_UNITS,FTESU,Remaining units within unit type,Number of full-time equivalents working on research activities who were other support personnel ,30.50%,EMP_FTE_SUPPORT_NUM
2297,COST6U2B3INT3,EXPNS,"Third Interview, Furnished, 3 Bedrms, Cost #6",Amount of total expenses,30.50%,EXPS_TOT_VAL
2298,PHYSLOC_ADDR_ST,B_RDTAX_STATE,Physical Location State,The state in which the business filed for a tax credit for increasing research activities,30.50%,RSRCH_TAXCRED_ST
2299,PHYSLOC_ADDR_ST_TXT,B_RDTAX_STATE,Physical location State,The state in which the business filed for a tax credit for increasing research activities,30.50%,RSRCH_TAXCRED_ST
2300,COST5U2B2INT2,EXPNS,"Second Interview, Furnished, 2 Bedrms, Cost #5",Amount of total expenses,30.50%,EXPS_TOT_VAL
2301,COST7U2B3INT3,EXPNS,"Third Interview, Furnished, 3 Bedrms, Cost #7",Amount of total expenses,30.50%,EXPS_TOT_VAL
2302,COST11U1B3INT3,B_CRDAMT,"Third Interview, Unfurnished, 3 Bedrms, Cost #11",Total amount of credit that was requested and received ,30.50%,CREDIT_AMT_RECEIVED_STAT
