name,definition
Q4P_2_S290_STUDENTS,TBD CAFE LOADED
Q4Q_1_S295_BOX1,TBD CAFE LOADED
Q4Q_1_S295_BOX2,TBD CAFE LOADED
Q4Q_2_S300_STUDENTS,TBD CAFE LOADED
Q5_S305_STUDENTS,TBD CAFE LOADED
Q6A_S320_BOX0,TBD CAFE LOADED
Q6A_S320_STUDENTS,TBD CAFE LOADED
Q6B_S330_BOX0,TBD CAFE LOADED
Q6B_S330_STUDENTS,TBD CAFE LOADED
Q6C_S325_BOX0,TBD CAFE LOADED
Q6C_S325_STUDENTS,TBD CAFE LOADED
Q6D_S316_BOX0,TBD CAFE LOADED
Q6D_S316_STUDENTS,TBD CAFE LOADED
Q6E_S318_BOX0,TBD CAFE LOADED
Q6E_S318_STUDENTS,TBD CAFE LOADED
Q6F_S310_BOX0,TBD CAFE LOADED
Q6F_S310_STUDENTS,TBD CAFE LOADED
Q6G_S332_BOX0,TBD CAFE LOADED
Q6G_S332_STUDENTS,TBD CAFE LOADED
Q7A_S335_BOX1,TBD CAFE LOADED
Q7A_S335_BOX2,TBD CAFE LOADED
Q7A_S335_BOX3,TBD CAFE LOADED
Q7B_S340_BOX0,TBD CAFE LOADED
Q8A_S345_BOX1,TBD CAFE LOADED
Q8A_S345_BOX2,TBD CAFE LOADED
Q8B_S350_12THGRADE,TBD CAFE LOADED
Q8C_S355_BOX0,TBD CAFE LOADED
Q8C_S355_GRADUATES,TBD CAFE LOADED
Q8D_S360_BOX0,TBD CAFE LOADED
Q8D_S360_PERCENT,TBD CAFE LOADED
Q9A_S365_BOX0,TBD CAFE LOADED
Q9A_S365_BOX1,TBD CAFE LOADED
Q9A_S365_BOX2,TBD CAFE LOADED
Q9A_S365_BOX3,TBD CAFE LOADED
Q9B_S370_DAYS,TBD CAFE LOADED
SP050,Respondent name
SP050_PAPER_PSS,Respondent name
SP051,Respondent title
SP051_PAPER_PSS,Respondent title
SP052,School telephone number
SP052_PAPER_PSS,School telephone number
SP053,School email
SP053_PAPER_PSS,School email
SP079,Description of other reason no grades taught
SP079_PAPER_PSS,Description of other reason no grades taught
SP131,Description of other non-private school
SP131_PAPER_PSS,Description of other non-private school
SP416,Description of alternative/other school
SP416_PAPER_PSS,Description of alternative/other school
SP441,Description of other religion
SP441_PAPER_PSS,Description of other religion
SP536,Desc of other religious assn
SP536_PAPER_PSS,Desc of other religious assn
SP606,Desc of other spec emphasis assn
SP606_PAPER_PSS,Desc of other spec emphasis assn
SP641,Desc of oth sch assn
SP641_PAPER_PSS,Desc of oth sch assn
SP700,School name correction
SP700_PAPER_PSS,School name correction
SP701,Mailing address correction
SP701_PAPER_PSS,Mailing address correction
SP702,Mailing city correction
SP702_PAPER_PSS,Mailing city correction
SP703,Mailing state correction
SP703_PAPER_PSS,Mailing state correction
SP704,Mailing ZIP code correction
SP704_PAPER_PSS,Mailing ZIP code correction
SP706,Physical location address
SP706_PAPER_PSS,Physical location address
SP707,Physical location city
SP707_PAPER_PSS,Physical location city
SP708,Physical location state
SP708_PAPER_PSS,Physical location state
SP709,Physical location ZIP code
SP709_PAPER_PSS,Physical location ZIP code
STATE_CORR,State correction
STATE_CORR_PAPER_PSS,State correction
ZIP_CORR,ZIP code correction
ZIP_CORR_PAPER_PSS,ZIP code correction
ZIP4_CORR,ZIP4 code correction
ZIP4_CORR_PAPER_PSS,ZIP4 code correction
1-Mar,TBD CAFE LOADED
2-Mar,TBD CAFE LOADED
3-Mar,TBD CAFE LOADED
4-Mar,TBD CAFE LOADED
5-Mar,TBD CAFE LOADED
ACCESS01,TBD CAFE LOADED
ACCESS02,TBD CAFE LOADED
ACCESS03,TBD CAFE LOADED
ACR01,TBD CAFE LOADED
ACR02,TBD CAFE LOADED
ACR03,TBD CAFE LOADED
AGS01,TBD CAFE LOADED
AGS02,TBD CAFE LOADED
AGS03,TBD CAFE LOADED
AGS04,TBD CAFE LOADED
AGS05,TBD CAFE LOADED
AGS06,TBD CAFE LOADED
ANCW,TBD CAFE LOADED
BATH01,TBD CAFE LOADED
BATH02,TBD CAFE LOADED
BDS,TBD CAFE LOADED
BLD01,TBD CAFE LOADED
BLD02,TBD CAFE LOADED
BLD03,TBD CAFE LOADED
BLD04,TBD CAFE LOADED
BLD05,TBD CAFE LOADED
BLD06,TBD CAFE LOADED
BLD07,TBD CAFE LOADED
BLD08,TBD CAFE LOADED
BLD09,TBD CAFE LOADED
BLD10,TBD CAFE LOADED
BROADBND01,TBD CAFE LOADED
BROADBND02,TBD CAFE LOADED
CIT01,TBD CAFE LOADED
CIT02,TBD CAFE LOADED
CIT03,TBD CAFE LOADED
CIT04,TBD CAFE LOADED
CIT05,TBD CAFE LOADED
CITW,TBD CAFE LOADED
COMPOTH01,TBD CAFE LOADED
COMPOTH02,TBD CAFE LOADED
COMPOTHW,TBD CAFE LOADED
CON,TBD CAFE LOADED
CONN,TBD CAFE LOADED
CONX01,TBD CAFE LOADED
CONX02,TBD CAFE LOADED
COW01,TBD CAFE LOADED
COW02,TBD CAFE LOADED
COW03,TBD CAFE LOADED
COW04,TBD CAFE LOADED
COW05,TBD CAFE LOADED
COW06,TBD CAFE LOADED
COW07,TBD CAFE LOADED
COW08,TBD CAFE LOADED
COW09,TBD CAFE LOADED
DBD,TBD CAFE LOADED
DBM,TBD CAFE LOADED
DBY,TBD CAFE LOADED
DDRS01,TBD CAFE LOADED
DDRS02,TBD CAFE LOADED
DEAR01,TBD CAFE LOADED
DEAR02,TBD CAFE LOADED
DEYE01,TBD CAFE LOADED
DEYE02,TBD CAFE LOADED
DIALUP01,TBD CAFE LOADED
DIALUP02,TBD CAFE LOADED
DOUT01,TBD CAFE LOADED
DOUT02,TBD CAFE LOADED
DPHY01,TBD CAFE LOADED
DPHY02,TBD CAFE LOADED
DRAT01,TBD CAFE LOADED
DRAT02,TBD CAFE LOADED
DRAT03,TBD CAFE LOADED
DRAT04,TBD CAFE LOADED
DRAT05,TBD CAFE LOADED
DRATX01,TBD CAFE LOADED
DRATX02,TBD CAFE LOADED
DREM01,TBD CAFE LOADED
DREM02,TBD CAFE LOADED
DUMMYRECP10Q17A,TBD CAFE LOADED
DUMMYRECP10Q17B,TBD CAFE LOADED
DUMMYRECP10Q17C,TBD CAFE LOADED
DUMMYRECP10Q17D,TBD CAFE LOADED
DUMMYRECP11Q19,TBD CAFE LOADED
DUMMYRECP12Q23,TBD CAFE LOADED
DUMMYRECP12Q24,TBD CAFE LOADED
DUMMYRECP12Q25,TBD CAFE LOADED
DUMMYRECP13Q26,TBD CAFE LOADED
DUMMYRECP17Q44,TBD CAFE LOADED
DUMMYRECP18_1,TBD CAFE LOADED
DUMMYRECP18_2,TBD CAFE LOADED
DUMMYRECP18_3,TBD CAFE LOADED
DUMMYRECP18_4,TBD CAFE LOADED
DUMMYRECP28Q44,TBD CAFE LOADED
DUMMYRECP2Q1,TBD CAFE LOADED
DUMMYRECP2Q2,TBD CAFE LOADED
DUMMYRECP7Q1,TBD CAFE LOADED
ECAR01,TBD CAFE LOADED
ECAR02,TBD CAFE LOADED
EDIT_BOX_PG48,TBD CAFE LOADED
EDIT_CLERK_BOX_PG48,TBD CAFE LOADED
ELE,TBD CAFE LOADED
ELEX01,TBD CAFE LOADED
ELEX02,TBD CAFE LOADED
ENG01,TBD CAFE LOADED
ENG02,TBD CAFE LOADED
ENG03,TBD CAFE LOADED
ENG04,TBD CAFE LOADED
FDY,TBD CAFE LOADED
FER01,TBD CAFE LOADED
FER02,TBD CAFE LOADED
FMN,TBD CAFE LOADED
FN,TBD CAFE LOADED
FN_BASIC,TBD CAFE LOADED
FODW,TBD CAFE LOADED
FRBONDID,TBD CAFE LOADED
FRN,TBD CAFE LOADED
FS01,TBD CAFE LOADED
FS02,TBD CAFE LOADED
FSP01,TBD CAFE LOADED
FSP02,TBD CAFE LOADED
FUL,TBD CAFE LOADED
FULX01,TBD CAFE LOADED
FULX02,TBD CAFE LOADED
FYR,TBD CAFE LOADED
GAS,TBD CAFE LOADED
GASX01,TBD CAFE LOADED
GASX02,TBD CAFE LOADED
GASX03,TBD CAFE LOADED
GCL01,TBD CAFE LOADED
GCL02,TBD CAFE LOADED
GCM01,TBD CAFE LOADED
GCM02,TBD CAFE LOADED
GCM03,TBD CAFE LOADED
GCM04,TBD CAFE LOADED
GCM05,TBD CAFE LOADED
GCR01,TBD CAFE LOADED
GCR02,TBD CAFE LOADED
HFL01,TBD CAFE LOADED
HFL02,TBD CAFE LOADED
HFL03,TBD CAFE LOADED
HFL04,TBD CAFE LOADED
HFL05,TBD CAFE LOADED
HFL06,TBD CAFE LOADED
HFL07,TBD CAFE LOADED
HFL08,TBD CAFE LOADED
HFL09,TBD CAFE LOADED
HI_DRECT,TBD CAFE LOADED
HI_EMP,TBD CAFE LOADED
HI_IHS,TBD CAFE LOADED
HI_MCAID,TBD CAFE LOADED
HI_MCARE,TBD CAFE LOADED
HI_NONE,TBD CAFE LOADED
HI_OTH,TBD CAFE LOADED
HI_OTHW,TBD CAFE LOADED
HI_TRI,TBD CAFE LOADED
HI_VET,TBD CAFE LOADED
HIPREM01,TBD CAFE LOADED
HIPREM02,TBD CAFE LOADED
HIS01,TBD CAFE LOADED
HIS02,TBD CAFE LOADED
HIS03,TBD CAFE LOADED
HIS04,TBD CAFE LOADED
HIS05,TBD CAFE LOADED
HISPEED01,TBD CAFE LOADED
HISPEED02,TBD CAFE LOADED
HISUB01,TBD CAFE LOADED
HISUB02,TBD CAFE LOADED
HISUB1,TBD CAFE LOADED
HISW,TBD CAFE LOADED
HOTWAT01,TBD CAFE LOADED
HOTWAT02,TBD CAFE LOADED
IDY,TBD CAFE LOADED
IMN,TBD CAFE LOADED
INS,TBD CAFE LOADED
INSN,TBD CAFE LOADED
INT1,TBD CAFE LOADED
INTL,TBD CAFE LOADED
INTX01,TBD CAFE LOADED
INTX02,TBD CAFE LOADED
INW2,TBD CAFE LOADED
INW3,TBD CAFE LOADED
INX401,TBD CAFE LOADED
INX402,TBD CAFE LOADED
INX403,TBD CAFE LOADED
INX404,TBD CAFE LOADED
IYR,TBD CAFE LOADED
JIC1_BOX_PG48,TBD CAFE LOADED
JIC2_BOX_PG48,TBD CAFE LOADED
JIC3_BOX_PG48,TBD CAFE LOADED
JIC4_BOX_PG48,TBD CAFE LOADED
JWAM01,TBD CAFE LOADED
JWAM02,TBD CAFE LOADED
JWLH,TBD CAFE LOADED
JWMN,TBD CAFE LOADED
JWRI,TBD CAFE LOADED
JWTRNS01,TBD CAFE LOADED
JWTRNS02,TBD CAFE LOADED
JWTRNS03,TBD CAFE LOADED
JWTRNS04,TBD CAFE LOADED
JWTRNS05,TBD CAFE LOADED
JWTRNS06,TBD CAFE LOADED
JWTRNS07,TBD CAFE LOADED
JWTRNS08,TBD CAFE LOADED
JWTRNS09,TBD CAFE LOADED
JWTRNS10,TBD CAFE LOADED
JWTRNS11,TBD CAFE LOADED
JWTRNS12,TBD CAFE LOADED
LANW,TBD CAFE LOADED
LANX01,TBD CAFE LOADED
LANX02,TBD CAFE LOADED
LAPTOP01,TBD CAFE LOADED
LAPTOP02,TBD CAFE LOADED
LN,TBD CAFE LOADED
LN_BASIC,TBD CAFE LOADED
MARHD01,TBD CAFE LOADED
MARHD02,TBD CAFE LOADED
MARHM01,TBD CAFE LOADED
MARHM02,TBD CAFE LOADED
MARHT01,TBD CAFE LOADED
MARHT02,TBD CAFE LOADED
MARHT03,TBD CAFE LOADED
MARHW01,TBD CAFE LOADED
MARHW02,TBD CAFE LOADED
MARHY,TBD CAFE LOADED
MGW1,TBD CAFE LOADED
MGW2,TBD CAFE LOADED
MGW3,TBD CAFE LOADED
MGW4,TBD CAFE LOADED
MGW5,TBD CAFE LOADED
MGW6,TBD CAFE LOADED
MH,TBD CAFE LOADED
MI,TBD CAFE LOADED
MI_BASIC,TBD CAFE LOADED
MIG01,TBD CAFE LOADED
MIG02,TBD CAFE LOADED
MIG03,TBD CAFE LOADED
MIG04,TBD CAFE LOADED
MIGW1,TBD CAFE LOADED
MILP01,TBD CAFE LOADED
MILP02,TBD CAFE LOADED
MILP03,TBD CAFE LOADED
MILP04,TBD CAFE LOADED
MILP05,TBD CAFE LOADED
MILP06,TBD CAFE LOADED
MILP07,TBD CAFE LOADED
MILP08,TBD CAFE LOADED
MILP09,TBD CAFE LOADED
MILSVC01,TBD CAFE LOADED
MILSVC02,TBD CAFE LOADED
MILSVC03,TBD CAFE LOADED
MILSVC04,TBD CAFE LOADED
MRG,TBD CAFE LOADED
MRGI01,TBD CAFE LOADED
MRGI02,TBD CAFE LOADED
MRGN,TBD CAFE LOADED
MRGT01,TBD CAFE LOADED
MRGT02,TBD CAFE LOADED
MRGX01,TBD CAFE LOADED
MRGX02,TBD CAFE LOADED
MRGX03,TBD CAFE LOADED
MVM,TBD CAFE LOADED
MVY,TBD CAFE LOADED
NWAB01,TBD CAFE LOADED
NWAB02,TBD CAFE LOADED
NWAV01,TBD CAFE LOADED
NWAV02,TBD CAFE LOADED
NWAV03,TBD CAFE LOADED
NWLA01,TBD CAFE LOADED
NWLA02,TBD CAFE LOADED
NWLCK01,TBD CAFE LOADED
NWLCK02,TBD CAFE LOADED
NWLK01,TBD CAFE LOADED
NWLK02,TBD CAFE LOADED
NWRE01,TBD CAFE LOADED
NWRE02,TBD CAFE LOADED
OCW1,TBD CAFE LOADED
OCW2,TBD CAFE LOADED
OI,TBD CAFE LOADED
OIX,TBD CAFE LOADED
OIX01,TBD CAFE LOADED
OIX02,TBD CAFE LOADED
OTHSVCE02,TBD CAFE LOADED
OTHSVCEW,TBD CAFE LOADED
OTHSVCEW02,TBD CAFE LOADED
OUT01,TBD CAFE LOADED
OUT02,TBD CAFE LOADED
OUT03,TBD CAFE LOADED
OUT04,TBD CAFE LOADED
OUT05,TBD CAFE LOADED
OUT06,TBD CAFE LOADED
OUT07,TBD CAFE LOADED
OUT08,TBD CAFE LOADED
OUT09,TBD CAFE LOADED
OUT10,TBD CAFE LOADED
OUT11,TBD CAFE LOADED
OUT12,TBD CAFE LOADED
PA,TBD CAFE LOADED
PAX01,TBD CAFE LOADED
PAX02,TBD CAFE LOADED
PBW2,TBD CAFE LOADED
PBW3,TBD CAFE LOADED
PBX101,TBD CAFE LOADED
PBX102,TBD CAFE LOADED
PHONE_BOX_PG48,TBD CAFE LOADED
PHONE_CLERK_BOX_PG48,TBD CAFE LOADED
POP_BOX_PG48,TBD CAFE LOADED
PWW1,TBD CAFE LOADED
PWW2,TBD CAFE LOADED
PWW4,TBD CAFE LOADED
PWW5,TBD CAFE LOADED
PWW6,TBD CAFE LOADED
PWX301,TBD CAFE LOADED
PWX302,TBD CAFE LOADED
QADMIN01,TBD CAFE LOADED
QADMIN02,TBD CAFE LOADED
QADMIN03,TBD CAFE LOADED
QADMIN04,TBD CAFE LOADED
QCOMP01,TBD CAFE LOADED
QCOMP02,TBD CAFE LOADED
QCOMPW,TBD CAFE LOADED
QLANG01,TBD CAFE LOADED
QLANG02,TBD CAFE LOADED
RAC_AIAN,TBD CAFE LOADED
RAC_ASNINDN,TBD CAFE LOADED
RAC_ASNOTH,TBD CAFE LOADED
RAC_BLK,TBD CAFE LOADED
RAC_CHAM,TBD CAFE LOADED
RAC_CHIN,TBD CAFE LOADED
RAC_CHN,TBD CAFE LOADED
RAC_FIL,TBD CAFE LOADED
RAC_JPN,TBD CAFE LOADED
RAC_KOR,TBD CAFE LOADED
RAC_NH,TBD CAFE LOADED
RAC_NHPIOTH,TBD CAFE LOADED
RAC_SAM,TBD CAFE LOADED
RAC_SOR,TBD CAFE LOADED
RAC_VIET,TBD CAFE LOADED
RAC_WHT,TBD CAFE LOADED
RAC_WI_AIAN,TBD CAFE LOADED
RAC_WI_ASN,TBD CAFE LOADED
RAC_WI_BLK,TBD CAFE LOADED
RAC_WI_SOR,TBD CAFE LOADED
RAC_WI_WHT,TBD CAFE LOADED
REASON,TBD CAFE LOADED
REFR01,TBD CAFE LOADED
REFR02,TBD CAFE LOADED
RELSHP21,TBD CAFE LOADED
RELSHP22,TBD CAFE LOADED
RELSHP23,TBD CAFE LOADED
RELSHP24,TBD CAFE LOADED
RELSHP25,TBD CAFE LOADED
RELSHP26,TBD CAFE LOADED
RELSHP27,TBD CAFE LOADED
RELSHP28,TBD CAFE LOADED
RELSHP29,TBD CAFE LOADED
RELSHP30,TBD CAFE LOADED
RELSHP31,TBD CAFE LOADED
RELSHP32,TBD CAFE LOADED
RELSHP33,TBD CAFE LOADED
RELSHP34,TBD CAFE LOADED
RELSHP35,TBD CAFE LOADED
RELSHP36,TBD CAFE LOADED
RET,TBD CAFE LOADED
RETX01,TBD CAFE LOADED
RETX02,TBD CAFE LOADED
RFN,TBD CAFE LOADED
RLN,TBD CAFE LOADED
RMI,TBD CAFE LOADED
RMS,TBD CAFE LOADED
RNT,TBD CAFE LOADED
RNTM01,TBD CAFE LOADED
RNTM02,TBD CAFE LOADED
RPER,TBD CAFE LOADED
RTEL1,TBD CAFE LOADED
RTEL2,TBD CAFE LOADED
RTEL3,TBD CAFE LOADED
RWAT01,TBD CAFE LOADED
RWAT02,TBD CAFE LOADED
RWATPR01,TBD CAFE LOADED
RWATPR02,TBD CAFE LOADED
SATELLITE01,TBD CAFE LOADED
SATELLITE02,TBD CAFE LOADED
SCH01,TBD CAFE LOADED
SCH02,TBD CAFE LOADED
SCH03,TBD CAFE LOADED
SCHG01,TBD CAFE LOADED
SCHG02,TBD CAFE LOADED
SCHG03,TBD CAFE LOADED
SCHG04,TBD CAFE LOADED
SCHG05,TBD CAFE LOADED
SCHGW,TBD CAFE LOADED
SCHLA01,TBD CAFE LOADED
SCHLA02,TBD CAFE LOADED
SCHLA03,TBD CAFE LOADED
SCHLA04,TBD CAFE LOADED
SCHLA05,TBD CAFE LOADED
SCHLA06,TBD CAFE LOADED
SCHLA07,TBD CAFE LOADED
SCHLA08,TBD CAFE LOADED
SCHLA09,TBD CAFE LOADED
SCHLA10,TBD CAFE LOADED
SCHLA11,TBD CAFE LOADED
SCHLA12,TBD CAFE LOADED
SCHLAW,TBD CAFE LOADED
SEM,TBD CAFE LOADED
SEML,TBD CAFE LOADED
SEMX01,TBD CAFE LOADED
SEMX02,TBD CAFE LOADED
SEWER01,TBD CAFE LOADED
SEWER02,TBD CAFE LOADED
SEWER03,TBD CAFE LOADED
SEX01,TBD CAFE LOADED
SEX02,TBD CAFE LOADED
SINK01,TBD CAFE LOADED
SINK02,TBD CAFE LOADED
SM,TBD CAFE LOADED
SMARTPHONE01,TBD CAFE LOADED
SMARTPHONE02,TBD CAFE LOADED
SMN,TBD CAFE LOADED
SMX01,TBD CAFE LOADED
SMX02,TBD CAFE LOADED
SMX03,TBD CAFE LOADED
SMX04,TBD CAFE LOADED
SOLAR002,TBD CAFE LOADED
SOLAR01,TBD CAFE LOADED
SS,TBD CAFE LOADED
SSIX01,TBD CAFE LOADED
SSIX02,TBD CAFE LOADED
SSX01,TBD CAFE LOADED
SSX02,TBD CAFE LOADED
STOV01,TBD CAFE LOADED
STOV02,TBD CAFE LOADED
TABLET01,TBD CAFE LOADED
TABLET02,TBD CAFE LOADED
TAX,TBD CAFE LOADED
TAXN,TBD CAFE LOADED
TEL01,TBD CAFE LOADED
TEL02,TBD CAFE LOADED
TEN01,TBD CAFE LOADED
TEN02,TBD CAFE LOADED
TEN03,TBD CAFE LOADED
TEN04,TBD CAFE LOADED
TI,TBD CAFE LOADED
TIL,TBD CAFE LOADED
TIN,TBD CAFE LOADED
TN,TBD CAFE LOADED
VAL1,TBD CAFE LOADED
VEH01,TBD CAFE LOADED
VEH02,TBD CAFE LOADED
VEH03,TBD CAFE LOADED
VEH04,TBD CAFE LOADED
VEH05,TBD CAFE LOADED
VEH06,TBD CAFE LOADED
VEH07,TBD CAFE LOADED
WAG,TBD CAFE LOADED
WAGX01,TBD CAFE LOADED
WAGX02,TBD CAFE LOADED
WAT,TBD CAFE LOADED
WATX01,TBD CAFE LOADED
WATX02,TBD CAFE LOADED
WHOANS01,TBD CAFE LOADED
WHOANS02,TBD CAFE LOADED
WHOANS03,TBD CAFE LOADED
WHOANS04,TBD CAFE LOADED
WHOANS05,TBD CAFE LOADED
WKH,TBD CAFE LOADED
WKL01,TBD CAFE LOADED
WKL02,TBD CAFE LOADED
WKL03,TBD CAFE LOADED
WKWN,TBD CAFE LOADED
WKWX01,TBD CAFE LOADED
WKWX02,TBD CAFE LOADED
WLK02,TBD CAFE LOADED
WRK01,TBD CAFE LOADED
WRK02,TBD CAFE LOADED
WRKJ01,TBD CAFE LOADED
WRKJ02,TBD CAFE LOADED
YOE,TBD CAFE LOADED
YRBLT0,TBD CAFE LOADED
YRBLT01,TBD CAFE LOADED
YRBLT02,TBD CAFE LOADED
YRBLT03,TBD CAFE LOADED
YRBLT04,TBD CAFE LOADED
YRBLT05,TBD CAFE LOADED
YRBLT06,TBD CAFE LOADED
YRBLT07,TBD CAFE LOADED
YRBLT08,TBD CAFE LOADED
YRBLT10,TBD CAFE LOADED
YRBLTW,TBD CAFE LOADED
ADDC1,Address line 1 change
ADDC2,Address line 2 change
ADDC3,Address line 3 change
JWLM,Minute left home
OUTW,Outcome code write-in
ADDC1,Address line 1 change
ADDC2,Address line 2 change
ADDC3,Address line 3 change
CEDIT,No description present in sponsor matrix
CJIC1,No description present in sponsor matrix
CJIC2,No description present in sponsor matrix
CJIC3,No description present in sponsor matrix
CJIC4,No description present in sponsor matrix
CON,Monthly HOA/condo fee
CPOP,No description present in sponsor matrix
CTFU,No description present in sponsor matrix
EDTID,No description present in sponsor matrix
ELE,Monthly electricity cost
FUL,Yearly other fuel cost
GAS,Monthly gas cost
INS,Property insurance
INT1,"Interest, net rental, etc. income"
JWLM,Minute left home
MH,Yearly mobile home cost
MRG,Monthly mortgage payment
OTHSVCE01,Other internet service
PA,Public assistance income
RELSHIP21,Relationship to reference person
RELSHIP22,Relationship to reference person
RELSHIP23,Relationship to reference person
RELSHIP24,Relationship to reference person
RELSHIP25,Relationship to reference person
RELSHIP26,Relationship to reference person
RELSHIP27,Relationship to reference person
RELSHIP28,Relationship to reference person
RELSHIP29,Relationship to reference person
RELSHIP30,Relationship to reference person
RELSHIP31,Relationship to reference person
RELSHIP32,Relationship to reference person
RELSHIP33,Relationship to reference person
RELSHIP34,Relationship to reference person
RELSHIP35,Relationship to reference person
RELSHIP36,Relationship to reference person
RET,Retirement income
SEM,Self-employment income
SM,Monthly other mortgage
SOLAR02,Solar
SS,Social Security or Railroad Retirement Income
TAX,Yearly real estate taxes
TEL01,Telephone service
TFUID,No description present in sponsor matrix
TI,Total Income
VAL1,Property value
WAG,Wages/salary income
WAT,Yearly water or sewer cost
ACQUIRMO,Month of closing/settling on property
ACQUIRYR,Year of closing or settling on property
ACTCODE,Action Code
ADDMORT,Any additional mortgages/loans
ADLT_LOX,Range edit flag for ADLTCLOX
ADLTCLOX,"Clothing, footwear, and accessory for person 18+"
AGE1,Age
AGE2,Age under 16
AGE62,Flag for if any members has Age greater than equal to 62
AGERNG,Age Range
AGESPEC,Age range
ALCG_OCX,Range edit flag
ALCGROCX,Cost of alcohol bought separate from groceries
ALCHMWX,Usual weekly alcohol expense for home consumption
ALCHMWX_,Range edit flag for ALCHMWX
ALCM_ALX,Range edit flag
ALCMEALX,Cost of alcohol
ANPR_PTX,Range edit flag for ANPROPTX
ANPROPTX,Annual property taxes
ANY_HHMEM,No household  members on the roster
ANYADMIS,Spend on any entertainment or admissions
ANYALC,Was any of the TRPGROCX for alcoholic beverages
ANYALCGR,Any alcohol included with groceries
ANYALCML,Did meal cost include alcohol
ANYBOTH1,Did a non-CU member pay for any trip costs
ANYBOTH2,Were there any expenses paid by others
ANYBSNRM,Any expense deductions for rental?
ANYBUSIN,Business Use - SHOW ONLY
ANYDNEMP,Any amount paid by employer?
ANYDOWN,Any down payment made?
ANYEMPLY,Any amount of lease paid by employer?
ANYENTER,Spend anything for entertainment or admissions
ANYEXTRA,Other charges included in payment
ANYFEES,fees during termination of lease
ANYGAS,Bought any fuel during the trip
ANYGROC,"Spend anything for food/bevs at grocery stores, liquor stores, etc."
ANYHAVE,Do you still have the vehicle?
ANYLCGR,Any groceries
ANYLOC,Stayed overnight in hotel
ANYLOCDL,Package deal for hotel
ANYLODGE,Any lodging not included in package deal
ANYMEAL,Spend for any meals outside of package deal
ANYNONCU,Has CU paid for part or all of a trip for any non-CU members
ANYOUTSD,Any trips paid by others since 1st of reference month.
ANYPARK,Paid for any parking fees
ANYRENT,Any rented houses or apartments
ANYSPEQP,Any expenses for rental of sports eqpt
ANYTOLL,Spent anything for tolls
ANYTRADE,Any trade in allowance?
ANYTRIPS,Any trips?
ANYVACAT,Vehicle rental for trip use
ANYWORK,"Did you earn any income from wages, or salary, from a business, partnership,"
ANYYUPD,Expenses not covered on trips paid by others
APA_C,Was it a combined expense
APA_CMB,What is the appliance combined with
APA_ITEM,Purchased or rented any major appliances
APA_ORIG,Record origin
APA_STAT,Record status
APALOC,Purchase location - City
APALOCST,Purchase location - State
APAMORE,Purchase or Rent any other (Item)
APAPURCH,Purchased online or in person
APASTORE,Where purchased
APB_C,Was it a combined expense
APB_CMB,What is the item combined with
APB_ITEM,Purchase or rent minor appliances
APB_ORIG,Record origin
APB_STAT,Record status
APBLOC,Purchase location - City
APBLOCST,Purchase location - State
APBMORE,Purchase or rent any other
APBPURCH,Purchased Online or in person
APBSTORE,Where Purchased
APP_SCR,Which appliances included
APPCDE1,Appliance code
APPCDE2,Appliance code
APPCDE3,Appliance code
APPCDE4,Appliance code
APPCDE5,Appliance code
APPCDE6,Appliance code
APPL_X,Appliance Cost
APPL_X_,Range edit flag for APPL_X
APPRPB1,Combined expense - code
APPRPB2,Combined expense - code
APPRPB3,Combined expense - code
APPRPB4,Combined expense - code
APPRPB5,Combined expense - code
APPRPB6,Combined expense - code
APPRPB7,Combined expense - code
APPRPB8,Combined expense - code
APPRPRYB,Item code
ARM_FORC,Now in the armed forces?
ASIANOTH,Asian specify
ASK_P1,POP Group 1 - Ask flag
ASK_P10,POP Group 10 - Ask flag
ASK_P11,POP Group 11 - Ask flag
ASK_P12,POP Group 12 - Ask flag
ASK_P13,POP Group 13 - Ask flag
ASK_P14,POP Group 14 - Ask flag
ASK_P15,POP Group 15 - Ask flag
ASK_P16,POP Group 16 - Ask flag
ASK_P17,POP Group 17 - Ask flag
ASK_P18,POP Group 18 - Ask flag
ASK_P19,POP Group 19 - Ask flag
ASK_P2,POP Group 2 - Ask flag
ASK_P3,POP Group 3 - Ask flag
ASK_P4,POP Group 4 - Ask flag
ASK_P5,POP Group 5 - Ask flag
ASK_P6,POP Group 6 - Ask flag
ASK_P7,POP Group 7 - Ask flag
ASK_P8,POP Group 8 - Ask flag
ASK_P9,POP Group 9 - Ask flag
ASSESSMT,Assessments Paid to Government
ASSESSX,Total assessments paid to local government
ASSESSX_,Range edit flag for ASSESSX
AUTOMOBILE,TBD
AUXLOCHELNUM,Number of 8500 Lochels - SHOW ONLY
AUXPROPDESC,Property Description
AWAY_COL,Living away at college
BACK,Edited time FR spent in the Back section of the instrument in seconds
BACK_ORG,Unedited time FR spent in the Back section of the instrument in seconds
BANKLOC,Bank location - City
BANKMOX,Usual monthly bank fee
BANKMOX_,Range edit flag for BANKMOX
BANKSRVC,Expense for banking services?
BATHRMQ,How many COMPLETE bathrooms in unit?
BEDR_OMQ,Range edit flag for BEDROOMQ
BEDROOMQ,How many BEDROOMS in unit?
BILPERD,Billing Period
BLPERIOD,Billing period
BLPEROTH,Prop #    Property Description  Company Name Utility  Amount1 Amount2 Amount3
BLSLNO,Combined Private and Single service line number - Created in processing
BLSNAME,BLS Variable Name
